desc/placeName/__text,Anzahl,desc/location/geo/_lat,desc/location/geo/_long,desc/placeName/_ref
Rodaun,1,48.13307,16.25839,http://www.geonames.org/2767332/
Dachau,1,48.26,11.43402,http://www.geonames.org/2939623/
Garmisch-Partenkirchen,16,47.49209,11.09576,http://www.geonames.org/2922530/
Badersee,1,47.47399,11.01481,http://www.geonames.org/2953470/
Eibsee,2,47.45601,10.97311,http://www.geonames.org/2932723/
Mittenwald,1,47.4422,11.26187,http://www.geonames.org/2870482/
Walchensee,1,47.59225,11.34685,http://www.geonames.org/2815229/
Kochelsee,1,47.64448,11.34071,http://www.geonames.org/2886920/
Isarthal,1,48.0563,11.5144,
Salegg,1,46.53456,11.56208,http://www.geonames.org/11820105/
Seis,3,46.54133,11.55868,http://www.geonames.org/3166483/
Gossensass,4,46.93857,11.44245,http://www.geonames.org/3178386/
Schlern,1,46.515412,11.574473,
Berndorf,1,48.43333,14.21667,http://www.geonames.org/2781834/
Veitsau,1,47.93333,16.1,http://www.geonames.org/2762462/
St. Gilgen,3,47.76667,13.36667,http://www.geonames.org/2766683/
Grünbach,1,47.79747,15.98785,http://www.geonames.org/2777454/
Hohe Wand,1,47.81564,16.03276,http://www.geonames.org/2775656/
Hohenschwangau,1,47.55631,10.74085,http://www.geonames.org/2901486/
Neuschwanstein,1,47.55718,10.74935,http://www.geonames.org/2864198/
Bern,3,46.94809,7.44744,http://www.geonames.org/2661552/
Trattenbach,1,47.6,15.86667,http://www.geonames.org/2763439/
Aspang,3,47.55,16.08333,http://www.geonames.org/2782321/
Mönichkirchen,2,47.51062,16.03425,http://www.geonames.org/2771273/
Heidelberg,1,49.40768,8.69079,http://www.geonames.org/2907911/
Darmstadt,1,49.87167,8.65027,http://www.geonames.org/2938913/
Nervi,1,44.38333,9.03333,http://www.geonames.org/3172300/
Rapallo,1,44.3496,9.22796,http://www.geonames.org/3169602/
Portofino,1,44.30349,9.20942,http://www.geonames.org/3170092/
Antibes,1,43.56241,7.12777,http://www.geonames.org/3037456/
Ala,1,45.76072,11.00458,http://www.geonames.org/3183374/
Travemünde,1,53.96304,10.8709,http://www.geonames.org/2821480/
Blankenese,1,53.55698,9.8059,http://www.geonames.org/2948066/
Brioni,7,44.91417,13.76222,http://www.geonames.org/3203301/
Tutzing,4,47.90938,11.2803,http://www.geonames.org/2820692/
Engadin,1,46.5,10,http://www.geonames.org/2660904/
Almissa,1,43.44472,16.68861,http://www.geonames.org/3194114/
Trau,1,43.5125,16.25167,http://www.geonames.org/3188763/
Regensburg,2,49.01513,12.10161,http://www.geonames.org/2849483/
Algier,1,36.7525,3.04197,http://www.geonames.org/2507480/
Lissabon,3,38.71667,-9.13333,http://www.geonames.org/2267057/
Southampton,1,50.90395,-1.40428,http://www.geonames.org/2637487/
Antwerpen,1,51.21989,4.40346,http://www.geonames.org/2803138/
Haarlem,1,52.38084,4.63683,http://www.geonames.org/2755003/
Zandvoort,1,52.37125,4.53306,http://www.geonames.org/2744042/
Utrecht,1,52.09083,5.12222,http://www.geonames.org/2745912/
Lunz,1,47.8612,15.02998,http://www.geonames.org/2772186/
Flims,1,46.83705,9.28458,http://www.geonames.org/2660757/
Celerina,8,46.51217,9.85794,http://www.geonames.org/2661241/
Wörgl,1,47.48906,12.06174,http://www.geonames.org/2760854/
Küb,1,47.68076,15.88039,http://www.geonames.org/2773314/
Altaussee,2,47.63844,13.76278,http://www.geonames.org/2782724/
Bad Gastein,1,47.1154747.11547,13.1346713.13467,http://www.geonames.org/2782058/http://www.geonames.org/2782058/
Elmau,1,47.45998,11.17985,http://www.geonames.org/2930871/
Gosau,1,47.58417,13.53447,http://www.geonames.org/2778302/
Abtenau,1,47.56373,13.34599,http://www.geonames.org/2783050/
Kreuzberg,3,47.6666746.629442,15.8166714.291180,http://www.geonames.org/2773510/
Oberau,1,47.6600447.55979,13.0744611.13919,http://www.geonames.org/2861383http://www.geonames.org/2861384/
Ettal,1,47.56667,11.1,http://www.geonames.org/2928684/
Oberammergau,1,47.59812,11.06692,http://www.geonames.org/2861422/
Zögersdorf,1,48.368897,16.182478,
Rotterdam,1,51.9225,4.47917,http://www.geonames.org/2747891/
Zuidersee,1,52.82762,5.24814,
Leiden,1,52.15833,4.49306,http://www.geonames.org/2751773/
Nordwyk,1,52.26953,4.46354,
Delft,1,52.00667,4.35556,http://www.geonames.org/2757345/
Oosterbeek,1,51.98583,5.84583,http://www.geonames.org/2749503/
Nymwegen,1,51.8425,5.85278,http://www.geonames.org/2750053/
Possenhofen,1,47.95947,11.31038,http://www.geonames.org/2852520/
St. Peter,1,41.9022147.79715447.55,12.4530513.04486616.01667,http://www.geonames.org/6269268/http://www.geonames.org/2766441/
Feldafing,1,47.94602,11.29326,http://www.geonames.org/2927464/
Hintersee,1,47.60661,12.85313,http://www.geonames.org/2903980/
Aussig,2,51.40574,13.19159,http://www.geonames.org/2953927/
Reichenberg,1,50.76711,15.05619,http://www.geonames.org/3071961/
Gösing,2,47.88677,15.29108,http://www.geonames.org/2778287/
Roskilde,1,55.64152,12.08035,http://www.geonames.org/2614481/
Saltsjöbaden,1,59.28333,18.3,http://www.geonames.org/2680460/
Drottningholm,1,59.32513,17.8878,http://www.geonames.org/2717198/
Stuttgart,4,48.78232,9.17702,http://www.geonames.org/2825297/
Ulm,1,48.39841,9.99155,http://www.geonames.org/2820256/
Friedrichshafen,2,47.65689,9.47554,http://www.geonames.org/2924585/
Romanshorn,1,47.56354,9.35639,http://www.geonames.org/7286940/
Bergün,2,46.62934,9.74762,http://www.geonames.org/2661556/
Tarasp,2,46.77696,10.25848,http://www.geonames.org/2658421/
Arosa,1,46.77793,9.67621,http://www.geonames.org/2661712/
Bregenz,2,47.50311,9.7471,http://www.geonames.org/2781503/
Lochau,1,47.53333,9.75,http://www.geonames.org/2772345/
Konstanz,1,47.66033,9.17582,http://www.geonames.org/2885679/
Arlberg,1,47.13462,10.20544,http://www.geonames.org/2782432/
Zuoz,1,46.60206,9.95965,http://www.geonames.org/2657898/
Stresa,1,45.88158,8.53834,http://www.geonames.org/3166101/
Freiburg,1,47.9959,7.85222,http://www.geonames.org/2925177/
St. Gallen,1,47.42391,9.37477,http://www.geonames.org/2658822/
Ritten,1,46.54152,11.45728,http://www.geonames.org/6534786/
Molveno,1,46.14238,10.963,http://www.geonames.org/3173203/
Grödner Thal,1,46.56667,11.66667,http://www.geonames.org/3176313/
Fondo,1,46.4388,11.13723,http://www.geonames.org/3176836/
Fondo Pirano,1,46.4388,11.13723,
Tirano,1,46.21482,10.16335,http://www.geonames.org/3165647/
Chiavenna,1,46.32063,9.39816,http://www.geonames.org/3178829/
Forte dei Marmi,1,43.96388,10.17478,http://www.geonames.org/3176674/
Patras,1,38.24444,21.73444,http://www.geonames.org/255683/
Cintra,1,38.80097,-9.37826,http://www.geonames.org/2262912/
Las Palmas,1,28.09973,-15.41343,http://www.geonames.org/2515270/
Adelboden,1,46.49142,7.56031,http://www.geonames.org/2661863/
Montana Vermala,1,46.33548,7.51818,http://www.geonames.org/11611722/
Brig,1,46.31667,7.98333,http://www.geonames.org/2661394/
Zermatt,1,46.01998,7.74863,http://www.geonames.org/2657928/
Gornergrat,1,45.98322,7.78484,http://www.geonames.org/2660554/
Beatenberg,1,46.69896,7.79428,http://www.geonames.org/2661586/
Kaltbad,1,47.04415,8.46523,http://www.geonames.org/2659026/
Bürgenstock,1,47.00037,8.39838,http://www.geonames.org/2661320/
Klobenstein,1,46.53861,11.46552,http://www.geonames.org/6621593/
Sulden,1,46.52715,10.58905,http://www.geonames.org/3166437/
Gardone,1,45.62396,10.56682,http://www.geonames.org/3176312/
