,dates
15750,1922-02-15
15751,1922-02-16
15752,1922-02-17
15753,1922-02-18
15754,1922-02-19
15755,1922-02-20
15756,1922-02-21
15757,1922-02-22
15758,1922-02-23
15759,1922-02-24
15760,1922-02-25
15761,1922-02-26
15762,1922-02-27
15763,1922-02-28
15764,1922-03-01
15765,1922-03-02
15766,1922-03-03
15767,1922-03-04
15768,1922-03-05
15769,1922-03-06
15770,1922-03-07
15771,1922-03-08
15772,1922-03-09
15773,1922-03-10
15774,1922-03-11
15775,1922-03-12
15776,1922-03-13
15777,1922-03-14
15778,1922-03-15
15779,1922-03-16
15780,1922-03-17
15781,1922-03-18
15782,1922-03-19
15783,1922-03-20
15784,1922-03-21
15785,1922-03-22
15786,1922-03-23
15787,1922-03-24
15788,1922-03-25
15789,1922-03-26
15790,1922-03-27
15791,1922-03-28
15792,1922-03-29
15793,1922-03-30
15794,1922-03-31
15795,1922-04-01
15796,1922-04-02
15797,1922-04-03
15798,1922-04-04
15799,1922-04-05
15800,1922-04-06
15801,1922-04-07
15802,1922-04-08
15803,1922-04-09
15804,1922-04-10
15805,1922-04-11
15806,1922-04-12
15807,1922-04-13
15808,1922-04-14
15809,1922-04-15
15810,1922-04-16
15811,1922-04-17
15812,1922-04-18
15813,1922-04-19
15814,1922-04-20
15815,1922-04-21
15816,1922-04-22
15817,1922-04-23
15818,1922-04-24
15819,1922-04-25
15820,1922-04-26
15821,1922-04-27
15822,1922-04-28
15823,1922-04-29
15824,1922-04-30
15825,1922-05-01
15826,1922-05-02
15827,1922-05-03
15828,1922-05-04
15829,1922-05-05
15830,1922-05-06
15831,1922-05-07
15832,1922-05-08
15833,1922-05-09
15834,1922-05-10
15835,1922-05-11
15836,1922-05-12
15837,1922-05-13
15838,1922-05-14
15839,1922-05-15
15840,1922-05-16
15841,1922-05-17
15842,1922-05-18
15843,1922-05-19
15844,1922-05-20
15845,1922-05-21
15846,1922-05-22
15847,1922-05-23
15848,1922-05-24
15849,1922-05-25
15850,1922-05-26
15851,1922-05-27
15852,1922-05-28
15853,1922-05-29
15854,1922-05-30
15855,1922-05-31
15856,1922-06-01
15857,1922-06-02
15858,1922-06-03
15859,1922-06-04
15860,1922-06-05
15861,1922-06-06
15862,1922-06-07
15863,1922-06-08
15864,1922-06-09
15865,1922-06-10
15866,1922-06-11
15867,1922-06-12
15868,1922-06-13
15869,1922-06-14
15870,1922-06-15
15871,1922-06-16
15872,1922-06-17
15873,1922-06-18
15874,1922-06-19
15875,1922-06-20
15876,1922-06-21
15877,1922-06-22
15878,1922-06-23
15879,1922-06-24
15880,1922-06-25
15881,1922-06-26
15882,1922-06-27
15883,1922-06-28
15884,1922-06-29
15885,1922-06-30
15886,1922-07-01
15887,1922-07-02
15888,1922-07-03
15889,1922-07-04
15890,1922-07-05
15891,1922-07-06
15892,1922-07-07
15893,1922-07-08
15894,1922-07-09
15895,1922-07-10
15896,1922-07-11
15897,1922-07-12
15898,1922-07-13
15899,1922-07-14
15900,1922-07-15
15901,1922-07-16
15902,1922-07-17
15903,1922-07-18
15904,1922-07-19
15905,1922-07-20
15906,1922-07-21
15907,1922-07-22
15908,1922-07-23
15909,1922-07-24
15910,1922-07-25
15911,1922-07-26
15912,1922-07-27
15913,1922-07-28
15914,1922-07-29
15915,1922-07-30
15916,1922-07-31
15917,1922-08-01
15918,1922-08-02
15919,1922-08-03
15920,1922-08-04
15921,1922-08-05
15922,1922-08-06
15923,1922-08-07
15924,1922-08-08
15925,1922-08-09
15926,1922-08-10
15927,1922-08-11
15928,1922-08-12
15929,1922-08-13
15930,1922-08-14
15931,1922-08-15
15932,1922-08-16
15933,1922-08-17
15934,1922-08-18
15935,1922-08-19
15936,1922-08-20
15937,1922-08-21
15938,1922-08-22
15939,1922-08-23
15940,1922-08-24
15941,1922-08-25
15942,1922-08-26
15943,1922-08-27
15944,1922-08-28
15945,1922-08-29
15946,1922-08-30
15947,1922-08-31
15948,1922-09-01
15949,1922-09-02
15950,1922-09-03
15951,1922-09-04
15952,1922-09-05
15953,1922-09-06
15954,1922-09-07
15955,1922-09-08
15956,1922-09-09
15957,1922-09-10
15958,1922-09-11
15959,1922-09-12
15960,1922-09-13
15961,1922-09-14
15962,1922-09-15
15963,1922-09-16
15964,1922-09-17
15965,1922-09-18
15966,1922-09-19
15967,1922-09-20
15968,1922-09-21
15969,1922-09-22
15970,1922-09-23
15971,1922-09-24
15972,1922-09-25
15973,1922-09-26
15974,1922-09-27
15975,1922-09-28
15976,1922-09-29
15977,1922-09-30
15978,1922-10-01
15979,1922-10-02
15980,1922-10-03
15981,1922-10-04
15982,1922-10-05
15983,1922-10-06
15984,1922-10-07
15985,1922-10-08
15986,1922-10-09
15987,1922-10-10
15988,1922-10-11
15989,1922-10-12
15990,1922-10-13
15991,1922-10-14
15992,1922-10-15
15993,1922-10-16
15994,1922-10-17
15995,1922-10-18
15996,1922-10-19
15997,1922-10-20
15998,1922-10-21
15999,1922-10-22
16000,1922-10-23
16001,1922-10-24
16002,1922-10-25
16003,1922-10-26
16004,1922-10-27
16005,1922-10-28
16006,1922-10-29
16007,1922-10-30
16008,1922-10-31
16009,1922-11-01
16010,1922-11-02
16011,1922-11-03
16012,1922-11-04
16013,1922-11-05
16014,1922-11-06
16015,1922-11-07
16016,1922-11-08
16017,1922-11-09
16018,1922-11-10
16019,1922-11-11
16020,1922-11-12
16021,1922-11-13
16022,1922-11-14
16023,1922-11-15
16024,1922-11-16
16025,1922-11-17
16026,1922-11-18
16027,1922-11-19
16028,1922-11-20
16029,1922-11-21
16030,1922-11-22
16031,1922-11-23
16032,1922-11-24
16033,1922-11-25
16034,1922-11-26
16035,1922-11-27
16036,1922-11-28
16037,1922-11-29
16038,1922-11-30
16039,1922-12-01
16040,1922-12-02
16041,1922-12-03
16042,1922-12-04
16043,1922-12-05
16044,1922-12-06
16045,1922-12-07
16046,1922-12-08
16047,1922-12-09
16048,1922-12-10
16049,1922-12-11
16050,1922-12-12
16051,1922-12-13
16052,1922-12-14
16053,1922-12-15
16054,1922-12-16
16055,1922-12-17
16056,1922-12-18
16057,1922-12-19
16058,1922-12-20
16059,1922-12-21
16060,1922-12-22
16061,1922-12-23
16062,1922-12-24
16063,1922-12-25
16064,1922-12-26
16065,1922-12-27
16066,1922-12-28
16067,1922-12-29
16068,1922-12-30
16069,1922-12-31
16070,1923-01-01
16071,1923-01-02
16072,1923-01-03
16073,1923-01-04
16074,1923-01-05
16075,1923-01-06
16076,1923-01-07
16077,1923-01-08
16078,1923-01-09
16079,1923-01-10
16080,1923-01-11
16081,1923-01-12
16082,1923-01-13
16083,1923-01-14
16084,1923-01-15
16085,1923-01-16
16086,1923-01-17
16087,1923-01-18
16088,1923-01-19
16089,1923-01-20
16090,1923-01-21
16091,1923-01-22
16092,1923-01-23
16093,1923-01-24
16094,1923-01-25
16095,1923-01-26
16096,1923-01-27
16097,1923-01-28
16098,1923-01-29
16099,1923-01-30
16100,1923-01-31
16101,1923-02-01
16102,1923-02-02
16103,1923-02-03
16104,1923-02-04
16105,1923-02-05
16106,1923-02-06
16107,1923-02-07
16108,1923-02-08
16109,1923-02-09
16110,1923-02-10
16111,1923-02-11
16112,1923-02-12
16113,1923-02-13
16114,1923-02-14
16115,1923-02-15
16116,1923-02-16
16117,1923-02-17
16118,1923-02-18
16119,1923-02-19
16120,1923-02-20
16121,1923-02-21
16122,1923-02-22
16123,1923-02-23
16124,1923-02-24
16125,1923-02-25
16126,1923-02-26
16127,1923-02-27
16128,1923-02-28
16129,1923-03-01
16130,1923-03-02
16131,1923-03-03
16132,1923-03-04
16133,1923-03-05
16134,1923-03-06
16135,1923-03-07
16136,1923-03-08
16137,1923-03-09
16138,1923-03-10
16139,1923-03-11
16140,1923-03-12
16141,1923-03-13
16142,1923-03-14
16143,1923-03-15
16144,1923-03-16
16145,1923-03-17
16146,1923-03-18
16147,1923-03-19
16148,1923-03-20
16149,1923-03-21
16150,1923-03-22
16151,1923-03-23
16152,1923-03-24
16153,1923-03-25
16154,1923-03-26
16155,1923-03-27
16156,1923-03-28
16157,1923-03-29
16158,1923-03-30
16159,1923-03-31
16160,1923-04-01
16161,1923-04-02
16162,1923-04-03
16163,1923-04-04
16164,1923-04-05
16165,1923-04-06
16166,1923-04-07
16167,1923-04-08
16168,1923-04-09
16169,1923-04-10
16170,1923-04-11
16171,1923-04-12
16172,1923-04-13
16173,1923-04-14
16174,1923-04-15
16175,1923-04-16
16176,1923-04-17
16177,1923-04-18
16178,1923-04-19
16179,1923-04-20
16180,1923-04-21
16181,1923-04-22
16182,1923-04-23
16183,1923-04-24
16184,1923-04-25
16185,1923-04-26
16186,1923-04-27
16187,1923-04-28
16188,1923-04-29
16189,1923-04-30
16190,1923-05-01
16191,1923-05-02
16192,1923-05-03
16193,1923-05-04
16194,1923-05-05
16195,1923-05-06
16196,1923-05-07
16197,1923-05-08
16198,1923-05-09
16199,1923-05-10
16200,1923-05-11
16201,1923-05-12
16202,1923-05-13
16203,1923-05-14
16204,1923-05-15
16205,1923-05-16
16206,1923-05-17
16207,1923-05-18
16208,1923-05-19
16209,1923-05-20
16210,1923-05-21
16211,1923-05-22
16212,1923-05-23
16213,1923-05-24
16214,1923-05-25
16215,1923-05-26
16216,1923-05-27
16217,1923-05-28
16218,1923-05-29
16219,1923-05-30
16220,1923-05-31
16221,1923-06-01
16222,1923-06-02
16223,1923-06-03
16224,1923-06-04
16225,1923-06-05
16226,1923-06-06
16227,1923-06-07
16228,1923-06-08
16229,1923-06-09
16230,1923-06-10
16231,1923-06-11
16232,1923-06-12
16233,1923-06-13
16234,1923-06-14
16235,1923-06-15
16236,1923-06-16
16237,1923-06-17
16238,1923-06-18
16239,1923-06-19
16240,1923-06-20
16241,1923-06-21
16242,1923-06-22
16243,1923-06-23
16244,1923-06-24
16245,1923-06-25
16246,1923-06-26
16247,1923-06-27
16248,1923-06-28
16249,1923-06-29
16250,1923-06-30
16251,1923-07-01
16252,1923-07-02
16253,1923-07-03
16254,1923-07-04
16255,1923-07-05
16256,1923-07-06
16257,1923-07-07
16258,1923-07-08
16259,1923-07-09
16260,1923-07-10
16261,1923-07-11
16262,1923-07-12
16263,1923-07-13
16264,1923-07-14
16265,1923-07-15
16266,1923-07-16
16267,1923-07-17
16268,1923-07-18
16269,1923-07-19
16270,1923-07-20
16271,1923-07-21
16272,1923-07-22
16273,1923-07-23
16274,1923-07-24
16275,1923-07-25
16276,1923-07-26
16277,1923-07-27
16278,1923-07-28
16279,1923-07-29
16280,1923-07-30
16281,1923-07-31
16282,1923-08-01
16283,1923-08-02
16284,1923-08-03
16285,1923-08-04
16286,1923-08-05
16287,1923-08-06
16288,1923-08-07
16289,1923-08-08
16290,1923-08-09
16291,1923-08-10
16292,1923-08-11
16293,1923-08-12
16294,1923-08-13
16295,1923-08-14
16296,1923-08-15
16297,1923-08-16
16298,1923-08-17
16299,1923-08-18
16300,1923-08-19
16301,1923-08-20
16302,1923-08-21
16303,1923-08-22
16304,1923-08-23
16305,1923-08-24
16306,1923-08-25
16307,1923-08-26
16308,1923-08-27
16309,1923-08-28
16310,1923-08-29
16311,1923-08-30
16312,1923-08-31
16313,1923-09-01
16314,1923-09-02
16315,1923-09-03
16316,1923-09-04
16317,1923-09-05
16318,1923-09-06
16319,1923-09-07
16320,1923-09-08
16321,1923-09-09
16322,1923-09-10
16323,1923-09-11
16324,1923-09-12
16325,1923-09-13
16326,1923-09-14
16327,1923-09-15
16328,1923-09-16
16329,1923-09-17
16330,1923-09-18
16331,1923-09-19
16332,1923-09-20
16333,1923-09-21
16334,1923-09-22
16335,1923-09-23
16336,1923-09-24
16337,1923-09-25
16338,1923-09-26
16339,1923-09-27
16340,1923-09-28
16341,1923-09-29
16342,1923-09-30
16343,1923-10-01
16344,1923-10-02
16345,1923-10-03
16346,1923-10-04
16347,1923-10-05
16348,1923-10-06
16349,1923-10-07
16350,1923-10-08
16351,1923-10-09
16352,1923-10-10
16353,1923-10-11
16354,1923-10-12
16355,1923-10-13
16356,1923-10-14
16357,1923-10-15
16358,1923-10-16
16359,1923-10-17
16360,1923-10-18
16361,1923-10-19
16362,1923-10-20
16363,1923-10-21
16364,1923-10-22
16365,1923-10-23
16366,1923-10-24
16367,1923-10-25
16368,1923-10-26
16369,1923-10-27
16370,1923-10-28
16371,1923-10-29
16372,1923-10-30
16373,1923-10-31
16374,1923-11-01
16375,1923-11-02
16376,1923-11-03
16377,1923-11-04
16378,1923-11-05
16379,1923-11-06
16380,1923-11-07
16381,1923-11-08
16382,1923-11-09
16383,1923-11-10
16384,1923-11-11
16385,1923-11-12
16386,1923-11-13
16387,1923-11-14
16388,1923-11-15
16389,1923-11-16
16390,1923-11-17
16391,1923-11-18
16392,1923-11-19
16393,1923-11-20
16394,1923-11-21
16395,1923-11-22
16396,1923-11-23
16397,1923-11-24
16398,1923-11-25
16399,1923-11-26
16400,1923-11-27
16401,1923-11-28
16402,1923-11-29
16403,1923-11-30
16404,1923-12-01
16405,1923-12-02
16406,1923-12-03
16407,1923-12-04
16408,1923-12-05
16409,1923-12-06
16410,1923-12-07
16411,1923-12-08
16412,1923-12-09
16413,1923-12-10
16414,1923-12-11
16415,1923-12-12
16416,1923-12-13
16417,1923-12-14
16418,1923-12-15
16419,1923-12-16
16420,1923-12-17
16421,1923-12-18
16422,1923-12-19
16423,1923-12-20
16424,1923-12-21
16425,1923-12-22
16426,1923-12-23
16427,1923-12-24
16428,1923-12-25
16429,1923-12-26
16430,1923-12-27
16431,1923-12-28
16432,1923-12-29
16433,1923-12-30
16434,1923-12-31
16435,1924-01-01
16436,1924-01-02
16437,1924-01-03
16438,1924-01-04
16439,1924-01-05
16440,1924-01-06
16441,1924-01-07
16442,1924-01-08
16443,1924-01-09
16444,1924-01-10
16445,1924-01-11
16446,1924-01-12
16447,1924-01-13
16448,1924-01-14
16449,1924-01-15
16450,1924-01-16
16451,1924-01-17
16452,1924-01-18
16453,1924-01-19
16454,1924-01-20
16455,1924-01-21
16456,1924-01-22
16457,1924-01-23
16458,1924-01-24
16459,1924-01-25
16460,1924-01-26
16461,1924-01-27
16462,1924-01-28
16463,1924-01-29
16464,1924-01-30
16465,1924-01-31
16466,1924-02-01
16467,1924-02-02
16468,1924-02-03
16469,1924-02-04
16470,1924-02-05
16471,1924-02-06
16472,1924-02-07
16473,1924-02-08
16474,1924-02-09
16475,1924-02-10
16476,1924-02-11
16477,1924-02-12
16478,1924-02-13
16479,1924-02-14
16480,1924-02-15
16481,1924-02-16
16482,1924-02-17
16483,1924-02-18
16484,1924-02-19
16485,1924-02-20
16486,1924-02-21
16487,1924-02-22
16488,1924-02-23
16489,1924-02-24
16490,1924-02-25
16491,1924-02-26
16492,1924-02-27
16493,1924-02-28
16494,1924-02-29
16495,1924-03-01
16496,1924-03-02
16497,1924-03-03
16498,1924-03-04
16499,1924-03-05
16500,1924-03-06
16501,1924-03-07
16502,1924-03-08
16503,1924-03-09
16504,1924-03-10
16505,1924-03-11
16506,1924-03-12
16507,1924-03-13
16508,1924-03-14
16509,1924-03-15
16510,1924-03-16
16511,1924-03-17
16512,1924-03-18
16513,1924-03-19
16514,1924-03-20
16515,1924-03-21
16516,1924-03-22
16517,1924-03-23
16518,1924-03-24
16519,1924-03-25
16520,1924-03-26
16521,1924-03-27
16522,1924-03-28
16523,1924-03-29
16524,1924-03-30
16525,1924-03-31
16526,1924-04-01
16527,1924-04-02
16528,1924-04-03
16529,1924-04-04
16530,1924-04-05
16531,1924-04-06
16532,1924-04-07
16533,1924-04-08
16534,1924-04-09
16535,1924-04-10
16536,1924-04-11
16537,1924-04-12
16538,1924-04-13
16539,1924-04-14
16540,1924-04-15
16541,1924-04-16
16542,1924-04-17
16543,1924-04-18
16544,1924-04-19
16545,1924-04-20
16546,1924-04-21
16547,1924-04-22
16548,1924-04-23
16549,1924-04-24
16550,1924-04-25
16551,1924-04-26
16552,1924-04-27
16553,1924-04-28
16554,1924-04-29
16555,1924-04-30
16556,1924-05-01
16557,1924-05-02
16558,1924-05-03
16559,1924-05-04
16560,1924-05-05
16561,1924-05-06
16562,1924-05-07
16563,1924-05-08
16564,1924-05-09
16565,1924-05-10
16566,1924-05-11
16567,1924-05-12
16568,1924-05-13
16569,1924-05-14
16570,1924-05-15
16571,1924-05-16
16572,1924-05-17
16573,1924-05-18
16574,1924-05-19
16575,1924-05-20
16576,1924-05-21
16577,1924-05-22
16578,1924-05-23
16579,1924-05-24
16580,1924-05-25
16581,1924-05-26
16582,1924-05-27
16583,1924-05-28
16584,1924-05-29
16585,1924-05-30
16586,1924-05-31
16587,1924-06-01
16588,1924-06-02
16589,1924-06-03
16590,1924-06-04
16591,1924-06-05
16592,1924-06-06
16593,1924-06-07
16594,1924-06-08
16595,1924-06-09
16596,1924-06-10
16597,1924-06-11
16598,1924-06-12
16599,1924-06-13
16600,1924-06-14
16601,1924-06-15
16602,1924-06-16
16603,1924-06-17
16604,1924-06-18
16605,1924-06-19
16606,1924-06-20
16607,1924-06-21
16608,1924-06-22
16609,1924-06-23
16610,1924-06-24
16611,1924-06-25
16612,1924-06-26
16613,1924-06-27
16614,1924-06-28
16615,1924-06-29
16616,1924-06-30
16617,1924-07-01
16618,1924-07-02
16619,1924-07-03
16620,1924-07-04
16621,1924-07-05
16622,1924-07-06
16623,1924-07-07
16624,1924-07-08
16625,1924-07-09
16626,1924-07-10
16627,1924-07-11
16628,1924-07-12
16629,1924-07-13
16630,1924-07-14
16631,1924-07-15
16632,1924-07-16
16633,1924-07-17
16634,1924-07-18
16635,1924-07-19
16636,1924-07-20
16637,1924-07-21
16638,1924-07-22
16639,1924-07-23
16640,1924-07-24
16641,1924-07-25
16642,1924-07-26
16643,1924-07-27
16644,1924-07-28
16645,1924-07-29
16646,1924-07-30
16647,1924-07-31
16648,1924-08-01
16649,1924-08-02
16650,1924-08-03
16651,1924-08-04
16652,1924-08-05
16653,1924-08-06
16654,1924-08-07
16655,1924-08-08
16656,1924-08-09
16657,1924-08-10
16658,1924-08-11
16659,1924-08-12
16660,1924-08-13
16661,1924-08-14
16662,1924-08-15
16663,1924-08-16
16664,1924-08-17
16665,1924-08-18
16666,1924-08-19
16667,1924-08-20
16668,1924-08-21
16669,1924-08-22
16670,1924-08-23
16671,1924-08-24
16672,1924-08-25
16673,1924-08-26
16674,1924-08-27
16675,1924-08-28
16676,1924-08-29
16677,1924-08-30
16678,1924-08-31
16679,1924-09-01
16680,1924-09-02
16681,1924-09-03
16682,1924-09-04
16683,1924-09-05
16684,1924-09-06
16685,1924-09-07
16686,1924-09-08
16687,1924-09-09
16688,1924-09-10
16689,1924-09-11
16690,1924-09-12
16691,1924-09-13
16692,1924-09-14
16693,1924-09-15
16694,1924-09-16
16695,1924-09-17
16696,1924-09-18
16697,1924-09-19
16698,1924-09-20
16699,1924-09-21
16700,1924-09-22
16701,1924-09-23
16702,1924-09-24
16703,1924-09-25
16704,1924-09-26
16705,1924-09-27
16706,1924-09-28
16707,1924-09-29
16708,1924-09-30
16709,1924-10-01
16710,1924-10-02
16711,1924-10-03
16712,1924-10-04
16713,1924-10-05
16714,1924-10-06
16715,1924-10-07
16716,1924-10-08
16717,1924-10-09
16718,1924-10-10
16719,1924-10-11
16720,1924-10-12
16721,1924-10-13
16722,1924-10-14
16723,1924-10-15
16724,1924-10-16
16725,1924-10-17
16726,1924-10-18
16727,1924-10-19
16728,1924-10-20
16729,1924-10-21
16730,1924-10-22
16731,1924-10-23
16732,1924-10-24
16733,1924-10-25
16734,1924-10-26
16735,1924-10-27
16736,1924-10-28
16737,1924-10-29
16738,1924-10-30
16739,1924-10-31
16740,1924-11-01
16741,1924-11-02
16742,1924-11-03
16743,1924-11-04
16744,1924-11-05
16745,1924-11-06
16746,1924-11-07
16747,1924-11-08
16748,1924-11-09
16749,1924-11-10
16750,1924-11-11
16751,1924-11-12
16752,1924-11-13
16753,1924-11-14
16754,1924-11-15
16755,1924-11-16
16756,1924-11-17
16757,1924-11-18
16758,1924-11-19
16759,1924-11-20
16760,1924-11-21
16761,1924-11-22
16762,1924-11-23
16763,1924-11-24
16764,1924-11-25
16765,1924-11-26
16766,1924-11-27
16767,1924-11-28
16768,1924-11-29
16769,1924-11-30
16770,1924-12-01
16771,1924-12-02
16772,1924-12-03
16773,1924-12-04
16774,1924-12-05
16775,1924-12-06
16776,1924-12-07
16777,1924-12-08
16778,1924-12-09
16779,1924-12-10
16780,1924-12-11
16781,1924-12-12
16782,1924-12-13
16783,1924-12-14
16784,1924-12-15
16785,1924-12-16
16786,1924-12-17
16787,1924-12-18
16788,1924-12-19
16789,1924-12-20
16790,1924-12-21
16791,1924-12-22
16792,1924-12-23
16793,1924-12-24
16794,1924-12-25
16795,1924-12-26
16796,1924-12-27
16797,1924-12-28
16798,1924-12-29
16799,1924-12-30
16800,1924-12-31
16801,1925-01-01
16802,1925-01-02
16803,1925-01-03
16804,1925-01-04
16805,1925-01-05
16806,1925-01-06
16807,1925-01-07
16808,1925-01-08
16809,1925-01-09
16810,1925-01-10
16811,1925-01-11
16812,1925-01-12
16813,1925-01-13
16814,1925-01-14
16815,1925-01-15
16816,1925-01-16
16817,1925-01-17
16818,1925-01-18
16819,1925-01-19
16820,1925-01-20
16821,1925-01-21
16822,1925-01-22
16823,1925-01-23
16824,1925-01-24
16825,1925-01-25
16826,1925-01-26
16827,1925-01-27
16828,1925-01-28
16829,1925-01-29
16830,1925-01-30
16831,1925-01-31
16832,1925-02-01
16833,1925-02-02
16834,1925-02-03
16835,1925-02-04
16836,1925-02-05
16837,1925-02-06
16838,1925-02-07
16839,1925-02-08
16840,1925-02-09
16841,1925-02-10
16842,1925-02-11
16843,1925-02-12
16844,1925-02-13
16845,1925-02-14
16846,1925-02-15
16847,1925-02-16
16848,1925-02-17
16849,1925-02-18
16850,1925-02-19
16851,1925-02-20
16852,1925-02-21
16853,1925-02-22
16854,1925-02-23
16855,1925-02-24
16856,1925-02-25
16857,1925-02-26
16858,1925-02-27
16859,1925-02-28
16860,1925-03-01
16861,1925-03-02
16862,1925-03-03
16863,1925-03-04
16864,1925-03-05
16865,1925-03-06
16866,1925-03-07
16867,1925-03-08
16868,1925-03-09
16869,1925-03-10
16870,1925-03-11
16871,1925-03-12
16872,1925-03-13
16873,1925-03-14
16874,1925-03-15
16875,1925-03-16
16876,1925-03-17
16877,1925-03-18
16878,1925-03-19
16879,1925-03-20
16880,1925-03-21
16881,1925-03-22
16882,1925-03-23
16883,1925-03-24
16884,1925-03-25
16885,1925-03-26
16886,1925-03-27
16887,1925-03-28
16888,1925-03-29
16889,1925-03-30
16890,1925-03-31
16891,1925-04-01
16892,1925-04-02
16893,1925-04-03
16894,1925-04-04
16895,1925-04-05
16896,1925-04-06
16897,1925-04-07
16898,1925-04-08
16899,1925-04-09
16900,1925-04-10
16901,1925-04-11
16902,1925-04-12
16903,1925-04-13
16904,1925-04-14
16905,1925-04-15
16906,1925-04-16
16907,1925-04-17
16908,1925-04-18
16909,1925-04-19
16910,1925-04-20
16911,1925-04-21
16912,1925-04-22
16913,1925-04-23
16914,1925-04-24
16915,1925-04-25
16916,1925-04-26
16917,1925-04-27
16918,1925-04-28
16919,1925-04-29
16920,1925-04-30
16921,1925-05-01
16922,1925-05-02
16923,1925-05-03
16924,1925-05-04
16925,1925-05-05
16926,1925-05-06
16927,1925-05-07
16928,1925-05-08
16929,1925-05-09
16930,1925-05-10
16931,1925-05-11
16932,1925-05-12
16933,1925-05-13
16934,1925-05-14
16935,1925-05-15
16936,1925-05-16
16937,1925-05-17
16938,1925-05-18
16939,1925-05-19
16940,1925-05-20
16941,1925-05-21
16942,1925-05-22
16943,1925-05-23
16944,1925-05-24
16945,1925-05-25
16946,1925-05-26
16947,1925-05-27
16948,1925-05-28
16949,1925-05-29
16950,1925-05-30
16951,1925-05-31
16952,1925-06-01
16953,1925-06-02
16954,1925-06-03
16955,1925-06-04
16956,1925-06-05
16957,1925-06-06
16958,1925-06-07
16959,1925-06-08
16960,1925-06-09
16961,1925-06-10
16962,1925-06-11
16963,1925-06-12
16964,1925-06-13
16965,1925-06-14
16966,1925-06-15
16967,1925-06-16
16968,1925-06-17
16969,1925-06-18
16970,1925-06-19
16971,1925-06-20
16972,1925-06-21
16973,1925-06-22
16974,1925-06-23
16975,1925-06-24
16976,1925-06-25
16977,1925-06-26
16978,1925-06-27
16979,1925-06-28
16980,1925-06-29
16981,1925-06-30
16982,1925-07-01
16983,1925-07-02
16984,1925-07-03
16985,1925-07-04
16986,1925-07-05
16987,1925-07-06
16988,1925-07-07
16989,1925-07-08
16990,1925-07-09
16991,1925-07-10
16992,1925-07-11
16993,1925-07-12
16994,1925-07-13
16995,1925-07-14
16996,1925-07-15
16997,1925-07-16
16998,1925-07-17
