,desc/placeName/_ref,desc/placeName/__text,desc/location/geo/_lat,desc/location/geo/_long,note/_anchored,note/__text,_from,_to,_cert,_instant,geonames,pmb_id,geoname_id,download_link
89,http://www.geonames.org/2776595/,Heiligenblut,47.03979,12.84345,True,Bahn,1881-07-16,1881-07-16,,False,https://sws.geonames.org/2776595/,,2776595.0,https://iiif.onb.ac.at/images/AKON/AK119_494/494/full/full/0/native.jpg
90,http://www.geonames.org/2776595/,Heiligenblut,47.03979,12.84345,,,1881-07-17,1881-07-17,,False,https://sws.geonames.org/2776595/,,2776595.0,https://iiif.onb.ac.at/images/AKON/AK119_494/494/full/full/0/native.jpg
91,,Pasterze,47.1,12.7,,,1881-07-17,1881-07-17,,False,,,,
92,http://www.geonames.org/7872595/,Kals,47.01702,12.6583,True,Fusstour,1881-07-17,1881-07-17,,False,https://sws.geonames.org/7872595/,,,
93,http://www.geonames.org/7872595/,Kals,47.01702,12.6583,,,1881-07-18,1881-07-18,,False,https://sws.geonames.org/7872595/,,,
94,http://www.geonames.org/2775455/,Huben,46.93333,12.57306,True,F.T.,1881-07-18,1881-07-18,,False,https://sws.geonames.org/2775455/,,2775455.0,https://iiif.onb.ac.at/images/AKON/AK056_372/372/full/full/0/native.jpg
95,http://www.geonames.org/2772505/,Lienz,46.8289,12.76903,True,Fahrt,1881-07-18,1881-07-18,,False,https://sws.geonames.org/2772505/,https://pmb.acdh.oeaw.ac.at/apis/entities/entity/place/897/detail,2772505.0,https://iiif.onb.ac.at/images/AKON/AK124_407/407/full/full/0/native.jpg
96,http://www.geonames.org/2772505/,Lienz,46.8289,12.76903,,,1881-07-19,1881-07-19,,False,https://sws.geonames.org/2772505/,https://pmb.acdh.oeaw.ac.at/apis/entities/entity/place/897/detail,2772505.0,https://iiif.onb.ac.at/images/AKON/AK124_407/407/full/full/0/native.jpg
97,http://www.geonames.org/3177571/,Toblach,46.72878,12.22225,,,1881-07-19,1881-07-19,,False,https://sws.geonames.org/3177571/,,3177571.0,https://iiif.onb.ac.at/images/AKON/AK120_140/140/full/full/0/native.jpg
98,http://www.geonames.org/2772505/,Lienz,46.8289,12.76903,,,1881-07-19,1881-07-19,,False,https://sws.geonames.org/2772505/,https://pmb.acdh.oeaw.ac.at/apis/entities/entity/place/897/detail,2772505.0,https://iiif.onb.ac.at/images/AKON/AK124_407/407/full/full/0/native.jpg
99,http://www.geonames.org/2764789/,Spital,47.66487,14.34014,,,1881-07-19,1881-07-19,,False,https://sws.geonames.org/2764789/,,2764789.0,https://iiif.onb.ac.at/images/AKON/AK004_352/352/full/full/0/native.jpg
100,http://www.geonames.org/2760380/,Millstatt,46.80417,13.58056,,,1881-07-19,1881-07-19,,False,https://sws.geonames.org/2760380/,https://pmb.acdh.oeaw.ac.at/apis/entities/entity/place/41069/detail,2760380.0,https://iiif.onb.ac.at/images/AKON/AK103_152/152/full/full/0/native.jpg
