name,lat,lng,day,next_name,next_lat,next_lng,next_day,distance
Thalhof,47.70466,15.84704,1869-01-02,Wien,48.2066,16.37341,1879-01-01,68.2668304890799
Wien,48.2066,16.37341,1879-08-30,Frankfurt am Main,50.11552,8.68417,1879-08-30,599.309103276389
Frankfurt am Main,50.11552,8.68417,1879-09-01,Koblenz,50.35357,7.57883,1879-09-01,83.18770755115708
Koblenz,50.35357,7.57883,1879-09-01,Bad Ems,50.33544,7.71369,1879-09-01,9.809168747371842
Bad Ems,50.33544,7.71369,1879-09-03,Bonn,50.73438,7.09549,1879-09-04,62.37214998428438
Bonn,50.73438,7.09549,1879-09-04,Cologne,50.93333,6.95,1879-09-04,24.390289843488926
Cologne,50.93333,6.95,1879-09-05,Amsterdam,52.37403,4.88969,1879-09-05,214.51698069384022
Amsterdam,52.37403,4.88969,1879-09-12,Den Haag,52.07667,4.29861,1879-09-12,52.212288231790716
Den Haag,52.07667,4.29861,1879-09-12,Scheveningen,52.10461,4.27557,1879-09-12,3.486931636678293
Scheveningen,52.10461,4.27557,1879-09-12,Amsterdam,52.37403,4.88969,1879-09-13,51.561722665975
Amsterdam,52.37403,4.88969,1879-09-13,Den Haag,52.07667,4.29861,1879-09-13,52.212288231790716
Den Haag,52.07667,4.29861,1879-09-13,Scheveningen,52.10461,4.27557,1879-09-13,3.486931636678293
Scheveningen,52.10461,4.27557,1879-09-13,Mainz,49.98419,8.2791,1879-09-13,366.6176439419177
Mainz,49.98419,8.2791,1879-09-13,Scheveningen,52.10461,4.27557,1879-09-14,366.6176439419177
Scheveningen,52.10461,4.27557,1879-09-14,Mainz,49.98419,8.2791,1879-09-14,366.6176439419177
Mainz,49.98419,8.2791,1879-09-14,München,48.13743,11.57549,1879-09-14,316.5182250462046
München,48.13743,11.57549,1879-09-14,Mainz,49.98419,8.2791,1879-09-15,316.5182250462046
Mainz,49.98419,8.2791,1879-09-15,München,48.13743,11.57549,1879-09-15,316.5182250462046
München,48.13743,11.57549,1879-09-15,Wien,48.2066,16.37341,1879-09-15,356.87948124417477
Wien,48.2066,16.37341,1880-08-01,Klagenfurt,46.62472,14.30528,1880-08-01,235.11725070572626
Klagenfurt,46.62472,14.30528,1880-08-01,Maria Loretto,46.61667,14.25,1880-08-01,4.327568972178064
Maria Loretto,46.61667,14.25,1880-08-01,Wien,48.2066,16.37341,1880-08-02,238.57603199513323
Wien,48.2066,16.37341,1880-08-02,Klagenfurt,46.62472,14.30528,1880-08-02,235.11725070572626
Klagenfurt,46.62472,14.30528,1880-08-02,Maria Loretto,46.61667,14.25,1880-08-02,4.327568972178064
Maria Loretto,46.61667,14.25,1880-08-02,Velden am Wörthersee,46.61301,14.0413,1880-08-03,15.991763186550815
Velden am Wörthersee,46.61301,14.0413,1880-08-03,Klagenfurt,46.62472,14.30528,1880-08-03,20.26143577285416
Klagenfurt,46.62472,14.30528,1880-08-03,Toblach,46.72493,12.22109,1880-08-03,159.85816808396342
Toblach,46.72493,12.22109,1880-08-03,Velden am Wörthersee,46.61301,14.0413,1880-08-04,139.84194651290872
Velden am Wörthersee,46.61301,14.0413,1880-08-04,Klagenfurt,46.62472,14.30528,1880-08-04,20.26143577285416
Klagenfurt,46.62472,14.30528,1880-08-04,Toblach,46.72493,12.22109,1880-08-04,159.85816808396342
Toblach,46.72493,12.22109,1880-08-05,Cortina d'Ampezzo,46.5369,12.13903,1880-08-05,21.826275111928926
Cortina d'Ampezzo,46.5369,12.13903,1880-08-05,Toblach,46.72493,12.22109,1880-08-06,21.826275111928926
Toblach,46.72493,12.22109,1880-08-06,Cortina d'Ampezzo,46.5369,12.13903,1880-08-06,21.826275111928926
Cortina d'Ampezzo,46.5369,12.13903,1880-08-06,Innsbruck,47.26266,11.39454,1880-08-06,98.62812398025468
Innsbruck,47.26266,11.39454,1880-08-06,Toblach,46.72493,12.22109,1880-08-07,86.75408090797147
Toblach,46.72493,12.22109,1880-08-07,Innsbruck,47.26266,11.39454,1880-08-07,86.75408090797147
Innsbruck,47.26266,11.39454,1880-08-07,Zell am See,47.32556,12.79444,1880-08-07,106.11435229400087
Zell am See,47.32556,12.79444,1880-08-07,Innsbruck,47.26266,11.39454,1880-08-08,106.11435229400087
Innsbruck,47.26266,11.39454,1880-08-08,Zell am See,47.32556,12.79444,1880-08-08,106.11435229400087
Zell am See,47.32556,12.79444,1880-08-09,Salzburg,47.79941,13.04399,1880-08-09,55.930469190589
Salzburg,47.79941,13.04399,1880-08-09,Zell am See,47.32556,12.79444,1880-08-10,55.930469190589
Zell am See,47.32556,12.79444,1880-08-10,Salzburg,47.79941,13.04399,1880-08-10,55.930469190589
Salzburg,47.79941,13.04399,1880-08-10,Gmunden,47.91839,13.79933,1880-08-10,58.0483158057253
Gmunden,47.91839,13.79933,1880-08-10,Salzburg,47.79941,13.04399,1880-08-11,58.0483158057253
Salzburg,47.79941,13.04399,1880-08-11,Gmunden,47.91839,13.79933,1880-08-11,58.0483158057253
Gmunden,47.91839,13.79933,1880-08-11,Bad Aussee,47.60998,13.78243,1880-08-11,34.31418730684992
Bad Aussee,47.60998,13.78243,1880-08-11,Gmunden,47.91839,13.79933,1880-08-12,34.31418730684992
Gmunden,47.91839,13.79933,1880-08-12,Bad Aussee,47.60998,13.78243,1880-08-12,34.31418730684992
Bad Aussee,47.60998,13.78243,1880-08-14,Bad Ischl,47.71109,13.61893,1880-08-14,16.649392341681732
Bad Ischl,47.71109,13.61893,1880-08-14,Bad Aussee,47.60998,13.78243,1880-08-15,16.649392341681732
Bad Aussee,47.60998,13.78243,1880-08-15,Bad Ischl,47.71109,13.61893,1880-08-15,16.649392341681732
Bad Ischl,47.71109,13.61893,1880-08-17,Wien,48.2066,16.37341,1880-08-17,212.95412990221547
Wien,48.2066,16.37341,1881-07-10,Salzburg,47.79941,13.04399,1881-07-10,252.5150298709235
Salzburg,47.79941,13.04399,1881-07-11,Berchtesgaden,47.63236,13.00187,1881-07-11,18.84038915214204
Berchtesgaden,47.63236,13.00187,1881-07-12,Königssee,47.55567,12.97802,1881-07-12,8.713210747858366
Königssee,47.55567,12.97802,1881-07-12,Sankt Bartholomä,47.51667,12.95,1881-07-12,4.8220577012852806
Sankt Bartholomä,47.51667,12.95,1881-07-12,Golling an der Salzach,47.6,13.16667,1881-07-12,18.754754558627283
Golling an der Salzach,47.6,13.16667,1881-07-13,Lend,47.28075,13.02265,1881-07-13,37.11920391636181
Lend,47.28075,13.02265,1881-07-14,Bad Gastein,47.11547,13.13467,1881-07-14,20.240778837453142
Bad Gastein,47.11547,13.13467,1881-07-14,Böckstein,47.08333,13.11667,1881-07-14,3.8254707386400466
Böckstein,47.08333,13.11667,1881-07-15,Nassfeld,47.05,13.05,1881-07-15,6.275134480253329
Nassfeld,47.05,13.05,1881-07-15,Niederer Tauern,47.05,13.1,1881-07-15,3.7992507829743825
Niederer Tauern,47.05,13.1,1881-07-15,Obervellach,46.93667,13.20417,1881-07-15,14.883539443299371
Obervellach,46.93667,13.20417,1881-07-16,Winklern,46.87361,12.87472,1881-07-16,26.06149642285744
Winklern,46.87361,12.87472,1881-07-16,Heiligenblut am Großglockner,47.03979,12.84345,1881-07-16,18.626928670823087
Heiligenblut am Großglockner,47.03979,12.84345,1881-07-17,Pasterze Glacier,47.1,12.7,1881-07-17,12.787806532776456
Pasterze Glacier,47.1,12.7,1881-07-17,Kals am Großglockner,47.01702,12.6583,1881-07-17,9.753883084630825
Kals am Großglockner,47.01702,12.6583,1881-07-18,Huben,46.93333,12.57306,1881-07-18,11.341513666401832
Huben,46.93333,12.57306,1881-07-18,Lienz,46.8289,12.76903,1881-07-18,18.918553708826686
Lienz,46.8289,12.76903,1881-07-19,Toblach,46.72493,12.22109,1881-07-19,43.41395252327839
Toblach,46.72493,12.22109,1881-07-19,Spital am Pyhrn,47.66487,14.34014,1881-07-19,191.5758334874242
Spital am Pyhrn,47.66487,14.34014,1881-07-19,Millstatt,46.82295,13.60447,1881-07-19,108.9174802088688
Millstatt,46.82295,13.60447,1881-07-20,Millstätter See,46.79222,13.59194,1881-07-20,3.5475169678034506
Millstätter See,46.79222,13.59194,1881-07-21,Villach,46.61028,13.85583,1881-07-21,28.57231423991644
Villach,46.61028,13.85583,1881-07-22,Pörtschach,47.02251,14.47783,1881-07-22,65.9794187347987
Pörtschach,47.02251,14.47783,1881-07-22,Wien,48.2066,16.37341,1881-07-23,194.00067350512583
Wien,48.2066,16.37341,1881-08-06,Bad Ischl,47.71109,13.61893,1881-08-07,212.95412990221547
Bad Ischl,47.71109,13.61893,1881-08-22,Wien,48.2066,16.37341,1881-08-23,212.95412990221547
Wien,48.2066,16.37341,1882-07-30,Bad Ragaz,47.00601,9.50266,1882-07-31,533.3815807742342
Bad Ragaz,47.00601,9.50266,1882-08-03,Davos,46.80429,9.83723,1882-08-03,33.95100585272574
Davos,46.80429,9.83723,1882-08-05,Albulapass,46.58235,9.83771,1882-08-05,24.67195578576798
Albulapass,46.58235,9.83771,1882-08-05,Pontresina,46.4955,9.90126,1882-08-05,10.815314166617542
Pontresina,46.4955,9.90126,1882-08-06,Sankt Moritz,46.49937,9.84327,1882-08-06,4.472409841782424
Sankt Moritz,46.49937,9.84327,1882-08-06,Pontresina,46.4955,9.90126,1882-08-07,4.472409841782424
Pontresina,46.4955,9.90126,1882-08-07,Morteratsch,46.45112,9.94077,1882-08-07,5.791798324331653
Morteratsch,46.45112,9.94077,1882-08-07,Pontresina,46.4955,9.90126,1882-08-08,5.791798324331653
Pontresina,46.4955,9.90126,1882-08-08,Bernina District,46.30994,10.08814,1882-08-08,25.13929623396264
Bernina District,46.30994,10.08814,1882-08-08,Poschiavo,46.32441,10.05823,1882-08-08,2.8096131230655157
Poschiavo,46.32441,10.05823,1882-08-08,Le Prese,46.29313,10.07889,1882-08-08,3.8239125180610323
Le Prese,46.29313,10.07889,1882-08-09,Bolladore,46.32652,10.31856,1882-08-09,18.831113813405018
Bolladore,46.32652,10.31856,1882-08-09,Bormio,46.46717,10.37008,1882-08-09,16.12879271922666
Bormio,46.46717,10.37008,1882-08-10,"Stelvio, Giogo dello",46.53333,10.45,1882-08-10,9.577247963021653
"Stelvio, Giogo dello",46.53333,10.45,1882-08-10,Spondigna,46.63368,10.6134,1882-08-10,16.77149771173486
Spondigna,46.63368,10.6134,1882-08-11,Meran,46.66817,11.15953,1882-08-11,41.981566895387125
Meran,46.66817,11.15953,1882-08-11,Bozen,46.49067,11.33982,1882-08-11,24.089436059915716
Bozen,46.49067,11.33982,1882-08-12,Innsbruck,47.26266,11.39454,1882-08-12,85.92222801400237
Innsbruck,47.26266,11.39454,1882-08-13,Bad Ischl,47.71109,13.61893,1882-08-13,174.88476196354685
Bad Ischl,47.71109,13.61893,1882-08-16,Gmunden,47.91839,13.79933,1882-08-16,26.716856583254916
Gmunden,47.91839,13.79933,1882-08-16,Altmünster,47.90219,13.76415,1882-08-16,3.1875893357852827
Altmünster,47.90219,13.76415,1882-08-16,Bad Ischl,47.71109,13.61893,1882-08-17,23.870211696556613
Bad Ischl,47.71109,13.61893,1882-08-17,Bad Aussee,47.60998,13.78243,1882-08-17,16.649392341681732
Bad Aussee,47.60998,13.78243,1882-08-17,Bad Ischl,47.71109,13.61893,1882-08-18,16.649392341681732
Bad Ischl,47.71109,13.61893,1882-08-19,Wien,48.2066,16.37341,1882-08-19,212.95412990221547
Wien,48.2066,16.37341,1882-09-09,Bratislava,48.14816,17.10674,1882-09-10,54.92270221103866
Bratislava,48.14816,17.10674,1882-09-11,Wien,48.2066,16.37341,1882-09-12,54.92270221103866
Wien,48.2066,16.37341,1883-06-28,Bad Ischl,47.71109,13.61893,1883-06-29,212.95412990221547
Bad Ischl,47.71109,13.61893,1883-07-14,Wien,48.2066,16.37341,1883-07-15,212.95412990221547
Wien,48.2066,16.37341,1884-04-09,Rijeka,45.32673,14.44241,1884-04-10,352.4600941546359
Rijeka,45.32673,14.44241,1884-04-10,Opatija,45.33771,14.30515,1884-04-10,10.828768244917603
Opatija,45.33771,14.30515,1884-04-10,Rijeka,45.32673,14.44241,1884-04-11,10.828768244917603
Rijeka,45.32673,14.44241,1884-04-11,Opatija,45.33771,14.30515,1884-04-11,10.828768244917603
Opatija,45.33771,14.30515,1884-04-11,Rijeka,45.32673,14.44241,1884-04-12,10.828768244917603
Rijeka,45.32673,14.44241,1884-04-12,Opatija,45.33771,14.30515,1884-04-12,10.828768244917603
Opatija,45.33771,14.30515,1884-04-12,Rijeka,45.32673,14.44241,1884-04-13,10.828768244917603
Rijeka,45.32673,14.44241,1884-04-13,Opatija,45.33771,14.30515,1884-04-13,10.828768244917603
Opatija,45.33771,14.30515,1884-04-13,Rijeka,45.32673,14.44241,1884-04-14,10.828768244917603
Rijeka,45.32673,14.44241,1884-04-14,Opatija,45.33771,14.30515,1884-04-14,10.828768244917603
Opatija,45.33771,14.30515,1884-04-14,Rijeka,45.32673,14.44241,1884-04-15,10.828768244917603
Rijeka,45.32673,14.44241,1884-04-15,Opatija,45.33771,14.30515,1884-04-15,10.828768244917603
Opatija,45.33771,14.30515,1884-04-15,Wien,48.2066,16.37341,1884-04-16,355.86942724934073
Wien,48.2066,16.37341,1884-07-14,Bad Ischl,47.71109,13.61893,1884-07-15,212.95412990221547
Bad Ischl,47.71109,13.61893,1884-09-01,Wien,48.2066,16.37341,1884-09-02,212.95412990221547
Wien,48.2066,16.37341,1885-06-29,Budapest,47.49835,19.04045,1885-06-30,214.5539452954097
Budapest,47.49835,19.04045,1885-07-02,Wien,48.2066,16.37341,1885-07-02,214.5539452954097
Wien,48.2066,16.37341,1885-07-04,Reichenau an der Rax,47.7,15.83333,1885-07-05,69.28323912775527
Reichenau an der Rax,47.7,15.83333,1885-07-05,Thalhof,47.70466,15.84704,1885-07-05,1.1520672160750205
Thalhof,47.70466,15.84704,1885-07-05,Reichenau an der Rax,47.7,15.83333,1885-07-06,1.1520672160750205
Reichenau an der Rax,47.7,15.83333,1885-07-06,Thalhof,47.70466,15.84704,1885-07-06,1.1520672160750205
Thalhof,47.70466,15.84704,1885-07-06,Reichenau an der Rax,47.7,15.83333,1885-07-07,1.1520672160750205
Reichenau an der Rax,47.7,15.83333,1885-07-07,Thalhof,47.70466,15.84704,1885-07-07,1.1520672160750205
Thalhof,47.70466,15.84704,1885-07-07,Reichenau an der Rax,47.7,15.83333,1885-07-08,1.1520672160750205
Reichenau an der Rax,47.7,15.83333,1885-07-08,Thalhof,47.70466,15.84704,1885-07-08,1.1520672160750205
Thalhof,47.70466,15.84704,1885-07-08,Reichenau an der Rax,47.7,15.83333,1885-07-09,1.1520672160750205
Reichenau an der Rax,47.7,15.83333,1885-07-09,Thalhof,47.70466,15.84704,1885-07-09,1.1520672160750205
Thalhof,47.70466,15.84704,1885-07-09,Reichenau an der Rax,47.7,15.83333,1885-07-10,1.1520672160750205
Reichenau an der Rax,47.7,15.83333,1885-07-10,Thalhof,47.70466,15.84704,1885-07-10,1.1520672160750205
Thalhof,47.70466,15.84704,1885-07-10,Reichenau an der Rax,47.7,15.83333,1885-07-11,1.1520672160750205
Reichenau an der Rax,47.7,15.83333,1885-07-11,Thalhof,47.70466,15.84704,1885-07-11,1.1520672160750205
Thalhof,47.70466,15.84704,1885-07-11,Reichenau an der Rax,47.7,15.83333,1885-07-12,1.1520672160750205
Reichenau an der Rax,47.7,15.83333,1885-07-12,Thalhof,47.70466,15.84704,1885-07-12,1.1520672160750205
Thalhof,47.70466,15.84704,1885-07-12,Reichenau an der Rax,47.7,15.83333,1885-07-13,1.1520672160750205
Reichenau an der Rax,47.7,15.83333,1885-07-13,Thalhof,47.70466,15.84704,1885-07-13,1.1520672160750205
Thalhof,47.70466,15.84704,1885-07-13,Reichenau an der Rax,47.7,15.83333,1885-07-14,1.1520672160750205
Reichenau an der Rax,47.7,15.83333,1885-07-14,Thalhof,47.70466,15.84704,1885-07-14,1.1520672160750205
Thalhof,47.70466,15.84704,1885-07-14,Reichenau an der Rax,47.7,15.83333,1885-07-15,1.1520672160750205
Reichenau an der Rax,47.7,15.83333,1885-07-15,Thalhof,47.70466,15.84704,1885-07-15,1.1520672160750205
Thalhof,47.70466,15.84704,1885-07-15,Reichenau an der Rax,47.7,15.83333,1885-07-16,1.1520672160750205
Reichenau an der Rax,47.7,15.83333,1885-07-30,Wien,48.2066,16.37341,1885-07-31,69.28323912775527
Wien,48.2066,16.37341,1885-08-08,Kammer,47.36667,12.81667,1885-08-08,282.37128741912994
Kammer,47.36667,12.81667,1885-08-09,Unterach am Attersee,47.80522,13.48939,1885-08-09,70.27063806590719
Unterach am Attersee,47.80522,13.48939,1885-08-10,Weißenbach am Attersee,47.8004,13.5358,1885-08-10,3.517604297494757
Weißenbach am Attersee,47.8004,13.5358,1885-08-10,Bad Ischl,47.71109,13.61893,1885-08-10,11.724023216150322
Bad Ischl,47.71109,13.61893,1885-08-14,Innsbruck,47.26266,11.39454,1885-08-14,174.88476196354685
Innsbruck,47.26266,11.39454,1885-08-15,Zürich,47.37174,8.54226,1885-08-15,215.97435349005525
Zürich,47.37174,8.54226,1885-08-17,Arth,47.06337,8.52349,1885-08-17,34.31252894568558
Arth,47.06337,8.52349,1885-08-17,Rigi Kulm,47.0555,8.48447,1885-08-17,3.090830374976239
Rigi Kulm,47.0555,8.48447,1885-08-17,Arth,47.06337,8.52349,1885-08-18,3.090830374976239
Arth,47.06337,8.52349,1885-08-18,Rigi Kulm,47.0555,8.48447,1885-08-18,3.090830374976239
Rigi Kulm,47.0555,8.48447,1885-08-18,Vitznau,47.01014,8.4842,1885-08-18,5.042780168625771
Vitznau,47.01014,8.4842,1885-08-18,Flüelen,46.9028,8.6249,1885-08-18,16.03418560289691
Flüelen,46.9028,8.6249,1885-08-18,Brunnen,46.9936,8.60538,1885-08-18,10.203020398084671
Brunnen,46.9936,8.60538,1885-08-18,Axenstein,46.98613,8.61619,1885-08-18,1.1686958136541123
Axenstein,46.98613,8.61619,1885-08-18,Luzern,47.05048,8.30635,1885-08-18,24.619417476613194
Luzern,47.05048,8.30635,1885-08-20,Brunnen,46.9936,8.60538,1885-08-20,23.596708435378297
Brunnen,46.9936,8.60538,1885-08-20,Axenstein,46.98613,8.61619,1885-08-20,1.1686958136541123
Axenstein,46.98613,8.61619,1885-08-20,Luzern,47.05048,8.30635,1885-08-21,24.619417476613194
Luzern,47.05048,8.30635,1885-08-21,Locarno,46.17086,8.79953,1885-08-21,104.82591940267913
Locarno,46.17086,8.79953,1885-08-22,Isola Bella,45.89538,8.52708,1885-08-22,37.1816272002876
Isola Bella,45.89538,8.52708,1885-08-22,Luino,46.00185,8.74512,1885-08-22,20.63615076580193
Luino,46.00185,8.74512,1885-08-22,Lugano,46.01008,8.96004,1885-08-22,16.671733787325973
Lugano,46.01008,8.96004,1885-08-22,Porlezza,46.03714,9.12921,1885-08-22,13.439774658356292
Porlezza,46.03714,9.12921,1885-08-22,Menaggio,46.02075,9.23907,1885-08-22,8.698588921249177
Menaggio,46.02075,9.23907,1885-08-23,Bellagio,45.98772,9.26182,1885-08-23,4.0723287797688155
Bellagio,45.98772,9.26182,1885-08-23,Cadenabbia,45.98861,9.23615,1885-08-23,1.9913654304122488
Cadenabbia,45.98861,9.23615,1885-08-23,Tremezzo,45.98423,9.21613,1885-08-23,1.6257980866115398
Tremezzo,45.98423,9.21613,1885-08-23,Bellagio,45.98772,9.26182,1885-08-24,3.561381838040797
Bellagio,45.98772,9.26182,1885-08-24,Como,45.80819,9.0832,1885-08-24,24.296900021591313
Como,45.80819,9.0832,1885-08-25,Mailand,45.46427,9.18951,1885-08-25,39.1130970783729
Mailand,45.46427,9.18951,1885-08-27,Innsbruck,47.26266,11.39454,1885-08-27,262.19100889979336
Innsbruck,47.26266,11.39454,1885-08-28,Bad Ischl,47.71109,13.61893,1885-08-28,174.88476196354685
Bad Ischl,47.71109,13.61893,1885-08-31,Wien,48.2066,16.37341,1885-08-31,212.95412990221547
Wien,48.2066,16.37341,1886-03-27,Meran,46.66817,11.15953,1886-03-28,428.7646541805205
Meran,46.66817,11.15953,1886-04-10,Wien,48.2066,16.37341,1886-04-11,428.7646541805205
Wien,48.2066,16.37341,1886-05-12,Thalhof,47.70466,15.84704,1886-05-12,68.2668304890799
Thalhof,47.70466,15.84704,1886-05-14,Wien,48.2066,16.37341,1886-05-15,68.2668304890799
Wien,48.2066,16.37341,1886-05-17,Reichenau an der Rax,47.7,15.83333,1886-05-18,69.28323912775527
Reichenau an der Rax,47.7,15.83333,1886-05-18,Thalhof,47.70466,15.84704,1886-05-18,1.1520672160750205
Thalhof,47.70466,15.84704,1886-05-18,Reichenau an der Rax,47.7,15.83333,1886-05-19,1.1520672160750205
Reichenau an der Rax,47.7,15.83333,1886-05-19,Thalhof,47.70466,15.84704,1886-05-19,1.1520672160750205
Thalhof,47.70466,15.84704,1886-05-19,Wien,48.2066,16.37341,1886-05-20,68.2668304890799
Wien,48.2066,16.37341,1886-07-30,Reichenau an der Rax,47.7,15.83333,1886-07-31,69.28323912775527
Reichenau an der Rax,47.7,15.83333,1886-07-31,Thalhof,47.70466,15.84704,1886-07-31,1.1520672160750205
Thalhof,47.70466,15.84704,1886-07-31,Reichenau an der Rax,47.7,15.83333,1886-08-01,1.1520672160750205
Reichenau an der Rax,47.7,15.83333,1886-08-01,Thalhof,47.70466,15.84704,1886-08-01,1.1520672160750205
Thalhof,47.70466,15.84704,1886-08-01,Reichenau an der Rax,47.7,15.83333,1886-08-02,1.1520672160750205
Reichenau an der Rax,47.7,15.83333,1886-08-02,Thalhof,47.70466,15.84704,1886-08-02,1.1520672160750205
Thalhof,47.70466,15.84704,1886-08-02,Reichenau an der Rax,47.7,15.83333,1886-08-03,1.1520672160750205
Reichenau an der Rax,47.7,15.83333,1886-08-03,Thalhof,47.70466,15.84704,1886-08-03,1.1520672160750205
Thalhof,47.70466,15.84704,1886-08-03,Reichenau an der Rax,47.7,15.83333,1886-08-04,1.1520672160750205
Reichenau an der Rax,47.7,15.83333,1886-08-04,Thalhof,47.70466,15.84704,1886-08-04,1.1520672160750205
Thalhof,47.70466,15.84704,1886-08-04,Reichenau an der Rax,47.7,15.83333,1886-08-05,1.1520672160750205
Reichenau an der Rax,47.7,15.83333,1886-08-05,Thalhof,47.70466,15.84704,1886-08-05,1.1520672160750205
Thalhof,47.70466,15.84704,1886-08-05,Reichenau an der Rax,47.7,15.83333,1886-08-06,1.1520672160750205
Reichenau an der Rax,47.7,15.83333,1886-08-06,Thalhof,47.70466,15.84704,1886-08-06,1.1520672160750205
Thalhof,47.70466,15.84704,1886-08-06,Reichenau an der Rax,47.7,15.83333,1886-08-07,1.1520672160750205
Reichenau an der Rax,47.7,15.83333,1886-08-07,Thalhof,47.70466,15.84704,1886-08-07,1.1520672160750205
Thalhof,47.70466,15.84704,1886-08-07,Reichenau an der Rax,47.7,15.83333,1886-08-08,1.1520672160750205
Reichenau an der Rax,47.7,15.83333,1886-08-08,Thalhof,47.70466,15.84704,1886-08-08,1.1520672160750205
Thalhof,47.70466,15.84704,1886-08-08,Reichenau an der Rax,47.7,15.83333,1886-08-09,1.1520672160750205
Reichenau an der Rax,47.7,15.83333,1886-08-09,Thalhof,47.70466,15.84704,1886-08-09,1.1520672160750205
Thalhof,47.70466,15.84704,1886-08-09,Reichenau an der Rax,47.7,15.83333,1886-08-10,1.1520672160750205
Reichenau an der Rax,47.7,15.83333,1886-08-10,Thalhof,47.70466,15.84704,1886-08-10,1.1520672160750205
Thalhof,47.70466,15.84704,1886-08-10,Reichenau an der Rax,47.7,15.83333,1886-08-11,1.1520672160750205
Reichenau an der Rax,47.7,15.83333,1886-08-11,Thalhof,47.70466,15.84704,1886-08-11,1.1520672160750205
Thalhof,47.70466,15.84704,1886-08-11,Reichenau an der Rax,47.7,15.83333,1886-08-12,1.1520672160750205
Reichenau an der Rax,47.7,15.83333,1886-08-12,Thalhof,47.70466,15.84704,1886-08-12,1.1520672160750205
Thalhof,47.70466,15.84704,1886-08-12,Reichenau an der Rax,47.7,15.83333,1886-08-13,1.1520672160750205
Reichenau an der Rax,47.7,15.83333,1886-08-13,Thalhof,47.70466,15.84704,1886-08-13,1.1520672160750205
Thalhof,47.70466,15.84704,1886-08-13,Reichenau an der Rax,47.7,15.83333,1886-08-14,1.1520672160750205
Reichenau an der Rax,47.7,15.83333,1886-08-14,Thalhof,47.70466,15.84704,1886-08-14,1.1520672160750205
Thalhof,47.70466,15.84704,1886-08-14,Reichenau an der Rax,47.7,15.83333,1886-08-15,1.1520672160750205
Reichenau an der Rax,47.7,15.83333,1886-08-15,Thalhof,47.70466,15.84704,1886-08-15,1.1520672160750205
Thalhof,47.70466,15.84704,1886-08-16,Reichenau an der Rax,47.7,15.83333,1886-08-16,1.1520672160750205
Reichenau an der Rax,47.7,15.83333,1886-08-16,Bad Ischl,47.71109,13.61893,1886-08-16,166.18744960211382
Bad Ischl,47.71109,13.61893,1886-08-23,Reichenau an der Rax,47.7,15.83333,1886-08-23,166.18744960211382
Reichenau an der Rax,47.7,15.83333,1886-08-23,Thalhof,47.70466,15.84704,1886-08-23,1.1520672160750205
Thalhof,47.70466,15.84704,1886-08-23,Reichenau an der Rax,47.7,15.83333,1886-08-24,1.1520672160750205
Reichenau an der Rax,47.7,15.83333,1886-08-24,Thalhof,47.70466,15.84704,1886-08-24,1.1520672160750205
Thalhof,47.70466,15.84704,1886-08-24,Reichenau an der Rax,47.7,15.83333,1886-08-25,1.1520672160750205
Reichenau an der Rax,47.7,15.83333,1886-08-25,Thalhof,47.70466,15.84704,1886-08-25,1.1520672160750205
Thalhof,47.70466,15.84704,1886-08-25,Reichenau an der Rax,47.7,15.83333,1886-08-26,1.1520672160750205
Reichenau an der Rax,47.7,15.83333,1886-08-26,Thalhof,47.70466,15.84704,1886-08-26,1.1520672160750205
Thalhof,47.70466,15.84704,1886-08-26,Reichenau an der Rax,47.7,15.83333,1886-08-27,1.1520672160750205
Reichenau an der Rax,47.7,15.83333,1886-08-27,Thalhof,47.70466,15.84704,1886-08-27,1.1520672160750205
Thalhof,47.70466,15.84704,1886-08-27,Reichenau an der Rax,47.7,15.83333,1886-08-28,1.1520672160750205
Reichenau an der Rax,47.7,15.83333,1886-08-28,Thalhof,47.70466,15.84704,1886-08-28,1.1520672160750205
Thalhof,47.70466,15.84704,1886-08-28,Reichenau an der Rax,47.7,15.83333,1886-08-29,1.1520672160750205
Reichenau an der Rax,47.7,15.83333,1886-08-29,Thalhof,47.70466,15.84704,1886-08-29,1.1520672160750205
Thalhof,47.70466,15.84704,1886-08-29,Reichenau an der Rax,47.7,15.83333,1886-08-30,1.1520672160750205
Reichenau an der Rax,47.7,15.83333,1886-08-30,Thalhof,47.70466,15.84704,1886-08-30,1.1520672160750205
Thalhof,47.70466,15.84704,1886-08-30,Reichenau an der Rax,47.7,15.83333,1886-08-31,1.1520672160750205
Reichenau an der Rax,47.7,15.83333,1886-08-31,Thalhof,47.70466,15.84704,1886-08-31,1.1520672160750205
Thalhof,47.70466,15.84704,1886-08-31,Reichenau an der Rax,47.7,15.83333,1886-09-01,1.1520672160750205
Reichenau an der Rax,47.7,15.83333,1886-09-01,Thalhof,47.70466,15.84704,1886-09-01,1.1520672160750205
Thalhof,47.70466,15.84704,1886-09-01,Reichenau an der Rax,47.7,15.83333,1886-09-02,1.1520672160750205
Reichenau an der Rax,47.7,15.83333,1886-09-02,Thalhof,47.70466,15.84704,1886-09-02,1.1520672160750205
Thalhof,47.70466,15.84704,1886-09-02,Reichenau an der Rax,47.7,15.83333,1886-09-03,1.1520672160750205
Reichenau an der Rax,47.7,15.83333,1886-09-03,Thalhof,47.70466,15.84704,1886-09-03,1.1520672160750205
