name,lat,lng,day,next_name,next_lat,next_lng,next_day,distance
Seis am Schlern,46.54133,11.55868,1908-09-01,Villa Heufler,46.54555,11.560026,1908-09-01,0.48032955408895783
Villa Heufler,46.54555,11.560026,1908-09-01,Seis am Schlern,46.54133,11.55868,1908-09-02,0.48032955408895783
Seis am Schlern,46.54133,11.55868,1908-09-02,Bozen,46.49067,11.33982,1908-09-02,17.714288156733083
Bozen,46.49067,11.33982,1908-09-02,Villa Heufler,46.54555,11.560026,1908-09-02,17.96545880351346
Villa Heufler,46.54555,11.560026,1908-09-02,Bozen,46.49067,11.33982,1908-09-03,17.96545880351346
Bozen,46.49067,11.33982,1908-09-03,San Martino di Castrozza,46.26667,11.8,1908-09-03,43.28229655299019
San Martino di Castrozza,46.26667,11.8,1908-09-03,Hotel Stiegl,46.50083719693118,11.36266523227271,1908-09-03,42.53646688124038
Hotel Stiegl,46.50083719693118,11.36266523227271,1908-09-03,San Martino di Castrozza,46.26667,11.8,1908-09-04,42.53646688124038
San Martino di Castrozza,46.26667,11.8,1908-09-04,Nave d‘Oro,46.312656066,11.6026343821,1908-09-04,16.044657093136923
Nave d‘Oro,46.312656066,11.6026343821,1908-09-04,San Martino di Castrozza,46.26667,11.8,1908-09-05,16.044657093136923
San Martino di Castrozza,46.26667,11.8,1908-09-05,Bozen,46.49067,11.33982,1908-09-05,43.28229655299019
Bozen,46.49067,11.33982,1908-09-06,München,48.13743,11.57549,1908-09-07,183.94658324435312
München,48.13743,11.57549,1908-09-13,Wien,48.2066,16.37341,1908-09-14,356.87948124417477
Wien,48.2066,16.37341,1908-09-24,Edlach,47.69255,15.80915,1908-09-24,71.01685302242079
Edlach,47.69255,15.80915,1908-09-24,Hotel Edlacherhof,47.605239,15.707639,1908-09-24,12.345063264347486
Hotel Edlacherhof,47.605239,15.707639,1908-09-24,Edlach,47.69255,15.80915,1908-09-25,12.345063264347486
Edlach,47.69255,15.80915,1908-09-25,Raxalpe,47.7,15.71667,1908-09-25,6.99100790833957
Raxalpe,47.7,15.71667,1908-09-25,Hotel Edlacherhof,47.605239,15.707639,1908-09-25,10.557687233752473
Hotel Edlacherhof,47.605239,15.707639,1908-09-25,Raxalpe,47.7,15.71667,1908-09-26,10.557687233752473
Raxalpe,47.7,15.71667,1908-09-26,Wien,48.2066,16.37341,1908-09-26,74.69324366841212
Wien,48.2066,16.37341,1908-10-05,Edlach,47.69255,15.80915,1908-10-06,71.01685302242079
Edlach,47.69255,15.80915,1908-10-06,Hotel Edlacherhof,47.605239,15.707639,1908-10-06,12.345063264347486
Hotel Edlacherhof,47.605239,15.707639,1908-10-06,Edlach,47.69255,15.80915,1908-10-07,12.345063264347486
Edlach,47.69255,15.80915,1908-10-07,Hotel Edlacherhof,47.605239,15.707639,1908-10-07,12.345063264347486
Hotel Edlacherhof,47.605239,15.707639,1908-10-07,Wien,48.2066,16.37341,1908-10-08,83.35554214669106
Wien,48.2066,16.37341,1908-11-06,Semmering,47.63333,15.81667,1908-11-07,76.12062905425154
Semmering,47.63333,15.81667,1908-11-08,Wien,48.2066,16.37341,1908-11-09,76.12062905425154
Wien,48.2066,16.37341,1908-12-03,Semmering,47.63333,15.81667,1908-12-04,76.12062905425154
Semmering,47.63333,15.81667,1908-12-06,Wien,48.2066,16.37341,1908-12-07,76.12062905425154
Wien,48.2066,16.37341,1908-12-16,Budapest,47.49835,19.04045,1908-12-17,214.5539452954097
Budapest,47.49835,19.04045,1908-12-20,Wien,48.2066,16.37341,1908-12-21,214.5539452954097
Wien,48.2066,16.37341,1909-01-24,Semmering,47.63333,15.81667,1909-01-25,76.12062905425154
Semmering,47.63333,15.81667,1909-01-25,Südbahnhotel,47.647222,15.83,1909-01-25,1.84091482173703
Südbahnhotel,47.647222,15.83,1909-01-25,Semmering,47.63333,15.81667,1909-01-26,1.84091482173703
Semmering,47.63333,15.81667,1909-01-26,Südbahnhotel,47.647222,15.83,1909-01-26,1.84091482173703
Südbahnhotel,47.647222,15.83,1909-01-26,Semmering,47.63333,15.81667,1909-01-27,1.84091482173703
Semmering,47.63333,15.81667,1909-01-27,Südbahnhotel,47.647222,15.83,1909-01-27,1.84091482173703
Südbahnhotel,47.647222,15.83,1909-01-27,Semmering,47.63333,15.81667,1909-01-28,1.84091482173703
Semmering,47.63333,15.81667,1909-01-28,Südbahnhotel,47.647222,15.83,1909-01-28,1.84091482173703
Südbahnhotel,47.647222,15.83,1909-01-28,Semmering,47.63333,15.81667,1909-01-29,1.84091482173703
Semmering,47.63333,15.81667,1909-01-29,Südbahnhotel,47.647222,15.83,1909-01-29,1.84091482173703
Südbahnhotel,47.647222,15.83,1909-01-29,Semmering,47.63333,15.81667,1909-01-30,1.84091482173703
Semmering,47.63333,15.81667,1909-01-30,Südbahnhotel,47.647222,15.83,1909-01-30,1.84091482173703
Südbahnhotel,47.647222,15.83,1909-01-30,Wien,48.2066,16.37341,1909-01-31,74.27971445544608
Wien,48.2066,16.37341,1909-04-17,Berndorf,48.43333,14.21667,1909-04-18,161.91880477330437
Berndorf,48.43333,14.21667,1909-04-18,Veitsau,47.93333,16.1,1909-04-18,150.6724586634623
Veitsau,47.93333,16.1,1909-04-18,Wien,48.2066,16.37341,1909-04-19,36.58463036868764
Wien,48.2066,16.37341,1909-04-21,Prague,50.08804,14.42076,1909-04-22,253.11068412877287
Prague,50.08804,14.42076,1909-04-24,Dresden,51.05089,13.73832,1909-04-24,117.5125015778373
Dresden,51.05089,13.73832,1909-04-25,Wien,48.2066,16.37341,1909-04-26,369.1562453072578
Wien,48.2066,16.37341,1909-05-09,Edlach,47.69255,15.80915,1909-05-10,71.01685302242079
Edlach,47.69255,15.80915,1909-05-10,Hotel Edlacherhof,47.605239,15.707639,1909-05-10,12.345063264347486
Hotel Edlacherhof,47.605239,15.707639,1909-05-10,Edlach,47.69255,15.80915,1909-05-11,12.345063264347486
Edlach,47.69255,15.80915,1909-05-11,Hotel Edlacherhof,47.605239,15.707639,1909-05-11,12.345063264347486
Hotel Edlacherhof,47.605239,15.707639,1909-05-11,Edlach,47.69255,15.80915,1909-05-12,12.345063264347486
Edlach,47.69255,15.80915,1909-05-12,Semmering,47.63333,15.81667,1909-05-12,6.608484633339451
Semmering,47.63333,15.81667,1909-05-12,Hotel Edlacherhof,47.605239,15.707639,1909-05-12,8.771068400531504
Hotel Edlacherhof,47.605239,15.707639,1909-05-12,Edlach,47.69255,15.80915,1909-05-13,12.345063264347486
Edlach,47.69255,15.80915,1909-05-13,Hotel Edlacherhof,47.605239,15.707639,1909-05-13,12.345063264347486
Hotel Edlacherhof,47.605239,15.707639,1909-05-13,Wien,48.2066,16.37341,1909-05-13,83.35554214669106
Wien,48.2066,16.37341,1909-06-14,St. Gilgen,47.76667,13.36667,1909-06-14,229.6892967877978
St. Gilgen,47.76667,13.36667,1909-06-14,Hotel und Pension Lueg,47.753992,13.372111,1909-06-14,1.4674463825019808
Hotel und Pension Lueg,47.753992,13.372111,1909-06-14,St. Gilgen,47.76667,13.36667,1909-06-15,1.4674463825019808
St. Gilgen,47.76667,13.36667,1909-06-15,Hotel und Pension Lueg,47.753992,13.372111,1909-06-15,1.4674463825019808
Hotel und Pension Lueg,47.753992,13.372111,1909-06-15,St. Gilgen,47.76667,13.36667,1909-06-16,1.4674463825019808
St. Gilgen,47.76667,13.36667,1909-06-16,Hotel und Pension Lueg,47.753992,13.372111,1909-06-16,1.4674463825019808
Hotel und Pension Lueg,47.753992,13.372111,1909-06-16,St. Gilgen,47.76667,13.36667,1909-06-17,1.4674463825019808
St. Gilgen,47.76667,13.36667,1909-06-17,Hotel und Pension Lueg,47.753992,13.372111,1909-06-17,1.4674463825019808
Hotel und Pension Lueg,47.753992,13.372111,1909-06-17,St. Gilgen,47.76667,13.36667,1909-06-18,1.4674463825019808
St. Gilgen,47.76667,13.36667,1909-06-18,Hotel und Pension Lueg,47.753992,13.372111,1909-06-18,1.4674463825019808
Hotel und Pension Lueg,47.753992,13.372111,1909-06-18,St. Gilgen,47.76667,13.36667,1909-06-19,1.4674463825019808
St. Gilgen,47.76667,13.36667,1909-06-19,Hotel und Pension Lueg,47.753992,13.372111,1909-06-19,1.4674463825019808
Hotel und Pension Lueg,47.753992,13.372111,1909-06-19,St. Gilgen,47.76667,13.36667,1909-06-20,1.4674463825019808
St. Gilgen,47.76667,13.36667,1909-06-20,Hotel und Pension Lueg,47.753992,13.372111,1909-06-20,1.4674463825019808
Hotel und Pension Lueg,47.753992,13.372111,1909-06-20,Wien,48.2066,16.37341,1909-06-21,229.62403404351898
Wien,48.2066,16.37341,1909-06-30,Edlach,47.69255,15.80915,1909-06-30,71.01685302242079
Edlach,47.69255,15.80915,1909-06-30,Hotel Edlacherhof,47.605239,15.707639,1909-06-30,12.345063264347486
Hotel Edlacherhof,47.605239,15.707639,1909-06-30,Edlach,47.69255,15.80915,1909-07-01,12.345063264347486
Edlach,47.69255,15.80915,1909-07-01,Hotel Edlacherhof,47.605239,15.707639,1909-07-01,12.345063264347486
Hotel Edlacherhof,47.605239,15.707639,1909-07-01,Edlach,47.69255,15.80915,1909-07-02,12.345063264347486
Edlach,47.69255,15.80915,1909-07-02,Hotel Edlacherhof,47.605239,15.707639,1909-07-02,12.345063264347486
Hotel Edlacherhof,47.605239,15.707639,1909-07-02,Edlach,47.69255,15.80915,1909-07-03,12.345063264347486
Edlach,47.69255,15.80915,1909-07-03,Hotel Edlacherhof,47.605239,15.707639,1909-07-03,12.345063264347486
Hotel Edlacherhof,47.605239,15.707639,1909-07-03,Edlach,47.69255,15.80915,1909-07-04,12.345063264347486
Edlach,47.69255,15.80915,1909-07-04,Hotel Edlacherhof,47.605239,15.707639,1909-07-04,12.345063264347486
Hotel Edlacherhof,47.605239,15.707639,1909-07-04,Edlach,47.69255,15.80915,1909-07-05,12.345063264347486
Edlach,47.69255,15.80915,1909-07-05,Hotel Edlacherhof,47.605239,15.707639,1909-07-05,12.345063264347486
Hotel Edlacherhof,47.605239,15.707639,1909-07-05,Edlach,47.69255,15.80915,1909-07-06,12.345063264347486
Edlach,47.69255,15.80915,1909-07-06,Hotel Edlacherhof,47.605239,15.707639,1909-07-06,12.345063264347486
Hotel Edlacherhof,47.605239,15.707639,1909-07-06,Edlach,47.69255,15.80915,1909-07-07,12.345063264347486
Edlach,47.69255,15.80915,1909-07-07,Hotel Edlacherhof,47.605239,15.707639,1909-07-07,12.345063264347486
Hotel Edlacherhof,47.605239,15.707639,1909-07-07,Edlach,47.69255,15.80915,1909-07-08,12.345063264347486
Edlach,47.69255,15.80915,1909-07-08,Hotel Edlacherhof,47.605239,15.707639,1909-07-08,12.345063264347486
Hotel Edlacherhof,47.605239,15.707639,1909-07-08,Edlach,47.69255,15.80915,1909-07-09,12.345063264347486
Edlach,47.69255,15.80915,1909-07-09,Hotel Edlacherhof,47.605239,15.707639,1909-07-09,12.345063264347486
Hotel Edlacherhof,47.605239,15.707639,1909-07-09,Edlach,47.69255,15.80915,1909-07-10,12.345063264347486
Edlach,47.69255,15.80915,1909-07-10,Hotel Edlacherhof,47.605239,15.707639,1909-07-10,12.345063264347486
Hotel Edlacherhof,47.605239,15.707639,1909-07-10,Edlach,47.69255,15.80915,1909-07-11,12.345063264347486
Edlach,47.69255,15.80915,1909-07-11,Hotel Edlacherhof,47.605239,15.707639,1909-07-11,12.345063264347486
Hotel Edlacherhof,47.605239,15.707639,1909-07-11,Edlach,47.69255,15.80915,1909-07-12,12.345063264347486
Edlach,47.69255,15.80915,1909-07-12,Hotel Edlacherhof,47.605239,15.707639,1909-07-12,12.345063264347486
Hotel Edlacherhof,47.605239,15.707639,1909-07-12,Edlach,47.69255,15.80915,1909-07-13,12.345063264347486
Edlach,47.69255,15.80915,1909-07-13,Hotel Edlacherhof,47.605239,15.707639,1909-07-13,12.345063264347486
Hotel Edlacherhof,47.605239,15.707639,1909-07-13,Edlach,47.69255,15.80915,1909-07-14,12.345063264347486
Edlach,47.69255,15.80915,1909-07-14,Hotel Edlacherhof,47.605239,15.707639,1909-07-14,12.345063264347486
Hotel Edlacherhof,47.605239,15.707639,1909-07-14,Edlach,47.69255,15.80915,1909-07-15,12.345063264347486
Edlach,47.69255,15.80915,1909-07-15,Hotel Edlacherhof,47.605239,15.707639,1909-07-15,12.345063264347486
Hotel Edlacherhof,47.605239,15.707639,1909-07-15,Edlach,47.69255,15.80915,1909-07-16,12.345063264347486
Edlach,47.69255,15.80915,1909-07-16,Hotel Edlacherhof,47.605239,15.707639,1909-07-16,12.345063264347486
Hotel Edlacherhof,47.605239,15.707639,1909-07-16,Edlach,47.69255,15.80915,1909-07-17,12.345063264347486
Edlach,47.69255,15.80915,1909-07-17,Hotel Edlacherhof,47.605239,15.707639,1909-07-17,12.345063264347486
Hotel Edlacherhof,47.605239,15.707639,1909-07-17,Edlach,47.69255,15.80915,1909-07-18,12.345063264347486
Edlach,47.69255,15.80915,1909-07-18,Hotel Edlacherhof,47.605239,15.707639,1909-07-18,12.345063264347486
Hotel Edlacherhof,47.605239,15.707639,1909-07-18,Edlach,47.69255,15.80915,1909-07-19,12.345063264347486
Edlach,47.69255,15.80915,1909-07-19,Hotel Edlacherhof,47.605239,15.707639,1909-07-19,12.345063264347486
Hotel Edlacherhof,47.605239,15.707639,1909-07-19,Edlach,47.69255,15.80915,1909-07-20,12.345063264347486
Edlach,47.69255,15.80915,1909-07-20,Hotel Edlacherhof,47.605239,15.707639,1909-07-20,12.345063264347486
Hotel Edlacherhof,47.605239,15.707639,1909-07-20,Edlach,47.69255,15.80915,1909-07-21,12.345063264347486
Edlach,47.69255,15.80915,1909-07-21,Hotel Edlacherhof,47.605239,15.707639,1909-07-21,12.345063264347486
Hotel Edlacherhof,47.605239,15.707639,1909-07-21,Edlach,47.69255,15.80915,1909-07-22,12.345063264347486
Edlach,47.69255,15.80915,1909-07-22,Hotel Edlacherhof,47.605239,15.707639,1909-07-22,12.345063264347486
Hotel Edlacherhof,47.605239,15.707639,1909-07-22,Edlach,47.69255,15.80915,1909-07-23,12.345063264347486
Edlach,47.69255,15.80915,1909-07-23,Hotel Edlacherhof,47.605239,15.707639,1909-07-23,12.345063264347486
Hotel Edlacherhof,47.605239,15.707639,1909-07-23,Edlach,47.69255,15.80915,1909-07-24,12.345063264347486
Edlach,47.69255,15.80915,1909-07-24,Hotel Edlacherhof,47.605239,15.707639,1909-07-24,12.345063264347486
Hotel Edlacherhof,47.605239,15.707639,1909-07-24,Edlach,47.69255,15.80915,1909-07-25,12.345063264347486
Edlach,47.69255,15.80915,1909-07-25,Hotel Edlacherhof,47.605239,15.707639,1909-07-25,12.345063264347486
Hotel Edlacherhof,47.605239,15.707639,1909-07-25,Edlach,47.69255,15.80915,1909-07-26,12.345063264347486
Edlach,47.69255,15.80915,1909-07-26,Hotel Edlacherhof,47.605239,15.707639,1909-07-26,12.345063264347486
Hotel Edlacherhof,47.605239,15.707639,1909-07-26,Edlach,47.69255,15.80915,1909-07-27,12.345063264347486
Edlach,47.69255,15.80915,1909-07-27,Hotel Edlacherhof,47.605239,15.707639,1909-07-27,12.345063264347486
Hotel Edlacherhof,47.605239,15.707639,1909-07-27,Edlach,47.69255,15.80915,1909-07-28,12.345063264347486
Edlach,47.69255,15.80915,1909-07-28,Semmering,47.63333,15.81667,1909-07-28,6.608484633339451
Semmering,47.63333,15.81667,1909-07-28,Hotel Edlacherhof,47.605239,15.707639,1909-07-28,8.771068400531504
Hotel Edlacherhof,47.605239,15.707639,1909-07-28,Edlach,47.69255,15.80915,1909-07-29,12.345063264347486
Edlach,47.69255,15.80915,1909-07-29,Hotel Edlacherhof,47.605239,15.707639,1909-07-29,12.345063264347486
Hotel Edlacherhof,47.605239,15.707639,1909-07-29,Edlach,47.69255,15.80915,1909-07-30,12.345063264347486
Edlach,47.69255,15.80915,1909-07-30,Hotel Edlacherhof,47.605239,15.707639,1909-07-30,12.345063264347486
Hotel Edlacherhof,47.605239,15.707639,1909-07-30,Edlach,47.69255,15.80915,1909-07-31,12.345063264347486
Edlach,47.69255,15.80915,1909-07-31,Hotel Edlacherhof,47.605239,15.707639,1909-07-31,12.345063264347486
Hotel Edlacherhof,47.605239,15.707639,1909-07-31,Edlach,47.69255,15.80915,1909-08-01,12.345063264347486
Edlach,47.69255,15.80915,1909-08-01,Hotel Edlacherhof,47.605239,15.707639,1909-08-01,12.345063264347486
Hotel Edlacherhof,47.605239,15.707639,1909-08-01,Edlach,47.69255,15.80915,1909-08-02,12.345063264347486
Edlach,47.69255,15.80915,1909-08-02,Hotel Edlacherhof,47.605239,15.707639,1909-08-02,12.345063264347486
Hotel Edlacherhof,47.605239,15.707639,1909-08-02,Edlach,47.69255,15.80915,1909-08-03,12.345063264347486
Edlach,47.69255,15.80915,1909-08-03,Hotel Edlacherhof,47.605239,15.707639,1909-08-03,12.345063264347486
Hotel Edlacherhof,47.605239,15.707639,1909-08-03,Edlach,47.69255,15.80915,1909-08-04,12.345063264347486
Edlach,47.69255,15.80915,1909-08-04,Hotel Edlacherhof,47.605239,15.707639,1909-08-04,12.345063264347486
Hotel Edlacherhof,47.605239,15.707639,1909-08-04,Edlach,47.69255,15.80915,1909-08-05,12.345063264347486
Edlach,47.69255,15.80915,1909-08-05,Hotel Edlacherhof,47.605239,15.707639,1909-08-05,12.345063264347486
Hotel Edlacherhof,47.605239,15.707639,1909-08-05,Edlach,47.69255,15.80915,1909-08-06,12.345063264347486
Edlach,47.69255,15.80915,1909-08-06,Semmering,47.63333,15.81667,1909-08-06,6.608484633339451
Semmering,47.63333,15.81667,1909-08-06,Hotel Edlacherhof,47.605239,15.707639,1909-08-06,8.771068400531504
Hotel Edlacherhof,47.605239,15.707639,1909-08-06,Edlach,47.69255,15.80915,1909-08-07,12.345063264347486
Edlach,47.69255,15.80915,1909-08-07,Wien,48.2066,16.37341,1909-08-07,71.01685302242079
Wien,48.2066,16.37341,1909-08-07,Hotel Edlacherhof,47.605239,15.707639,1909-08-07,83.35554214669106
Hotel Edlacherhof,47.605239,15.707639,1909-08-07,Edlach,47.69255,15.80915,1909-08-08,12.345063264347486
Edlach,47.69255,15.80915,1909-08-08,Hotel Edlacherhof,47.605239,15.707639,1909-08-08,12.345063264347486
Hotel Edlacherhof,47.605239,15.707639,1909-08-08,Edlach,47.69255,15.80915,1909-08-09,12.345063264347486
Edlach,47.69255,15.80915,1909-08-09,Hotel Edlacherhof,47.605239,15.707639,1909-08-09,12.345063264347486
Hotel Edlacherhof,47.605239,15.707639,1909-08-09,Edlach,47.69255,15.80915,1909-08-10,12.345063264347486
Edlach,47.69255,15.80915,1909-08-10,Hotel Edlacherhof,47.605239,15.707639,1909-08-10,12.345063264347486
Hotel Edlacherhof,47.605239,15.707639,1909-08-10,Edlach,47.69255,15.80915,1909-08-11,12.345063264347486
Edlach,47.69255,15.80915,1909-08-11,Hotel Edlacherhof,47.605239,15.707639,1909-08-11,12.345063264347486
Hotel Edlacherhof,47.605239,15.707639,1909-08-11,Edlach,47.69255,15.80915,1909-08-12,12.345063264347486
Edlach,47.69255,15.80915,1909-08-12,Schneeberg,47.78333,15.78333,1909-08-12,10.277494427061646
Schneeberg,47.78333,15.78333,1909-08-12,Grünbach am Schneeberg,47.79747,15.98785,1909-08-12,15.40452921090745
Grünbach am Schneeberg,47.79747,15.98785,1909-08-12,Hotel Edlacherhof,47.605239,15.707639,1909-08-12,29.985340772498557
Hotel Edlacherhof,47.605239,15.707639,1909-08-12,Edlach,47.69255,15.80915,1909-08-13,12.345063264347486
Edlach,47.69255,15.80915,1909-08-13,Hohe Wand,47.81564,16.03276,1909-08-13,21.642642825660857
Hohe Wand,47.81564,16.03276,1909-08-13,Hotel Edlacherhof,47.605239,15.707639,1909-08-13,33.800810614485464
Hotel Edlacherhof,47.605239,15.707639,1909-08-13,Edlach,47.69255,15.80915,1909-08-14,12.345063264347486
Edlach,47.69255,15.80915,1909-08-14,Hotel Edlacherhof,47.605239,15.707639,1909-08-14,12.345063264347486
Hotel Edlacherhof,47.605239,15.707639,1909-08-14,Edlach,47.69255,15.80915,1909-08-15,12.345063264347486
Edlach,47.69255,15.80915,1909-08-15,Hotel Edlacherhof,47.605239,15.707639,1909-08-15,12.345063264347486
Hotel Edlacherhof,47.605239,15.707639,1909-08-15,Edlach,47.69255,15.80915,1909-08-16,12.345063264347486
Edlach,47.69255,15.80915,1909-08-16,Hotel Edlacherhof,47.605239,15.707639,1909-08-16,12.345063264347486
Hotel Edlacherhof,47.605239,15.707639,1909-08-16,Edlach,47.69255,15.80915,1909-08-17,12.345063264347486
Edlach,47.69255,15.80915,1909-08-17,Hotel Edlacherhof,47.605239,15.707639,1909-08-17,12.345063264347486
Hotel Edlacherhof,47.605239,15.707639,1909-08-17,Edlach,47.69255,15.80915,1909-08-18,12.345063264347486
Edlach,47.69255,15.80915,1909-08-18,Hotel Edlacherhof,47.605239,15.707639,1909-08-18,12.345063264347486
Hotel Edlacherhof,47.605239,15.707639,1909-08-18,Edlach,47.69255,15.80915,1909-08-19,12.345063264347486
Edlach,47.69255,15.80915,1909-08-19,Hotel Edlacherhof,47.605239,15.707639,1909-08-19,12.345063264347486
Hotel Edlacherhof,47.605239,15.707639,1909-08-19,Edlach,47.69255,15.80915,1909-08-20,12.345063264347486
Edlach,47.69255,15.80915,1909-08-20,Hotel Edlacherhof,47.605239,15.707639,1909-08-20,12.345063264347486
Hotel Edlacherhof,47.605239,15.707639,1909-08-20,Edlach,47.69255,15.80915,1909-08-21,12.345063264347486
Edlach,47.69255,15.80915,1909-08-21,Hotel Edlacherhof,47.605239,15.707639,1909-08-21,12.345063264347486
Hotel Edlacherhof,47.605239,15.707639,1909-08-21,Wien,48.2066,16.37341,1909-08-21,83.35554214669106
Wien,48.2066,16.37341,1909-08-23,München,48.13743,11.57549,1909-08-24,356.87948124417477
München,48.13743,11.57549,1909-08-30,Hohenschwangau,47.55631,10.74085,1909-08-30,89.87266693192801
Hohenschwangau,47.55631,10.74085,1909-08-30,München,48.13743,11.57549,1909-08-31,89.87266693192801
München,48.13743,11.57549,1909-08-31,Neuschwanstein Castle,47.55718,10.74935,1909-08-31,89.36143955974788
Neuschwanstein Castle,47.55718,10.74935,1909-08-31,München,48.13743,11.57549,1909-09-01,89.36143955974788
München,48.13743,11.57549,1909-09-01,Wien,48.2066,16.37341,1909-09-02,356.87948124417477
Wien,48.2066,16.37341,1909-11-10,Semmering,47.63333,15.81667,1909-11-11,76.12062905425154
Semmering,47.63333,15.81667,1909-11-11,Südbahnhotel,47.647222,15.83,1909-11-11,1.84091482173703
Südbahnhotel,47.647222,15.83,1909-11-11,Semmering,47.63333,15.81667,1909-11-12,1.84091482173703
Semmering,47.63333,15.81667,1909-11-12,Südbahnhotel,47.647222,15.83,1909-11-12,1.84091482173703
Südbahnhotel,47.647222,15.83,1909-11-12,Semmering,47.63333,15.81667,1909-11-13,1.84091482173703
Semmering,47.63333,15.81667,1909-11-13,Südbahnhotel,47.647222,15.83,1909-11-13,1.84091482173703
Südbahnhotel,47.647222,15.83,1909-11-13,Semmering,47.63333,15.81667,1909-11-14,1.84091482173703
Semmering,47.63333,15.81667,1909-11-14,Südbahnhotel,47.647222,15.83,1909-11-14,1.84091482173703
Südbahnhotel,47.647222,15.83,1909-11-14,Wien,48.2066,16.37341,1909-11-15,74.27971445544608
Wien,48.2066,16.37341,1910-01-19,Dresden,51.05089,13.73832,1910-01-20,369.1562453072578
Dresden,51.05089,13.73832,1910-01-23,Wien,48.2066,16.37341,1910-01-24,369.1562453072578
Wien,48.2066,16.37341,1910-02-08,Semmering,47.63333,15.81667,1910-02-08,76.12062905425154
Semmering,47.63333,15.81667,1910-02-08,Südbahnhotel,47.647222,15.83,1910-02-08,1.84091482173703
Südbahnhotel,47.647222,15.83,1910-02-08,Semmering,47.63333,15.81667,1910-02-09,1.84091482173703
Semmering,47.63333,15.81667,1910-02-09,Südbahnhotel,47.647222,15.83,1910-02-09,1.84091482173703
Südbahnhotel,47.647222,15.83,1910-02-09,Semmering,47.63333,15.81667,1910-02-10,1.84091482173703
Semmering,47.63333,15.81667,1910-02-10,Südbahnhotel,47.647222,15.83,1910-02-10,1.84091482173703
Südbahnhotel,47.647222,15.83,1910-02-10,Wien,48.2066,16.37341,1910-02-10,74.27971445544608
Wien,48.2066,16.37341,1910-02-22,Semmering,47.63333,15.81667,1910-02-22,76.12062905425154
Semmering,47.63333,15.81667,1910-02-22,Südbahnhotel,47.647222,15.83,1910-02-22,1.84091482173703
Südbahnhotel,47.647222,15.83,1910-02-22,Semmering,47.63333,15.81667,1910-02-23,1.84091482173703
Semmering,47.63333,15.81667,1910-02-23,Südbahnhotel,47.647222,15.83,1910-02-23,1.84091482173703
Südbahnhotel,47.647222,15.83,1910-02-23,Semmering,47.63333,15.81667,1910-02-24,1.84091482173703
Semmering,47.63333,15.81667,1910-02-24,Südbahnhotel,47.647222,15.83,1910-02-24,1.84091482173703
Südbahnhotel,47.647222,15.83,1910-02-24,Wien,48.2066,16.37341,1910-02-25,74.27971445544608
Wien,48.2066,16.37341,1910-05-17,Zürich,47.37174,8.54226,1910-05-18,593.804698803483
Zürich,47.37174,8.54226,1910-05-19,Luzern,47.05048,8.30635,1910-05-19,39.93778461841171
Luzern,47.05048,8.30635,1910-05-24,Interlaken,46.68387,7.86638,1910-05-24,52.785055852155665
Interlaken,46.68387,7.86638,1910-05-26,Territet,46.42863,6.92122,1910-05-26,77.83315594580806
Territet,46.42863,6.92122,1910-05-28,Glion,46.4336,6.92619,1910-05-28,0.6716650639369707
Glion,46.4336,6.92619,1910-05-28,Territet,46.42863,6.92122,1910-05-29,0.6716650639369707
Territet,46.42863,6.92122,1910-05-30,Genf,46.20222,6.14569,1910-05-30,64.81781259244622
Genf,46.20222,6.14569,1910-05-31,Bern,46.9489,7.4638,1910-05-31,130.75912874482606
Bern,46.9489,7.4638,1910-05-31,Zürich,47.37174,8.54226,1910-05-31,94.3248285921381
Zürich,47.37174,8.54226,1910-06-01,Wien,48.2066,16.37341,1910-06-02,593.804698803483
Wien,48.2066,16.37341,1910-07-05,Semmering,47.63333,15.81667,1910-07-06,76.12062905425154
Semmering,47.63333,15.81667,1910-07-06,Südbahnhotel,47.647222,15.83,1910-07-06,1.84091482173703
Südbahnhotel,47.647222,15.83,1910-07-06,Semmering,47.63333,15.81667,1910-07-07,1.84091482173703
Semmering,47.63333,15.81667,1910-07-07,Südbahnhotel,47.647222,15.83,1910-07-07,1.84091482173703
Südbahnhotel,47.647222,15.83,1910-07-07,Semmering,47.63333,15.81667,1910-07-08,1.84091482173703
Semmering,47.63333,15.81667,1910-07-08,Südbahnhotel,47.647222,15.83,1910-07-08,1.84091482173703
Südbahnhotel,47.647222,15.83,1910-07-08,Semmering,47.63333,15.81667,1910-07-09,1.84091482173703
Semmering,47.63333,15.81667,1910-07-09,Südbahnhotel,47.647222,15.83,1910-07-09,1.84091482173703
Südbahnhotel,47.647222,15.83,1910-07-09,Semmering,47.63333,15.81667,1910-07-10,1.84091482173703
Semmering,47.63333,15.81667,1910-07-10,Südbahnhotel,47.647222,15.83,1910-07-10,1.84091482173703
Südbahnhotel,47.647222,15.83,1910-07-10,Wien,48.2066,16.37341,1910-07-11,74.27971445544608
Wien,48.2066,16.37341,1910-07-26,Semmering,47.63333,15.81667,1910-07-26,76.12062905425154
Semmering,47.63333,15.81667,1910-07-26,Südbahnhotel,47.647222,15.83,1910-07-26,1.84091482173703
Südbahnhotel,47.647222,15.83,1910-07-26,Semmering,47.63333,15.81667,1910-07-27,1.84091482173703
Semmering,47.63333,15.81667,1910-07-27,Südbahnhotel,47.647222,15.83,1910-07-27,1.84091482173703
